# TOTAL_GENES = 58335
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_DETECTION_OF_BIOTIC_STI...         SET      36     -0.26958    -0.006695      0.13612      0.97617 GOBP_DETECTION_OF_BIOTIC_STIMULUS
GOBP_DETECTION_OF_EXTERNAL_B...         SET      25     -0.20226   -0.0041862      0.16082      0.89574 GOBP_DETECTION_OF_EXTERNAL_BIOTIC_STIMULUS
GOBP_DETECTION_OF_MOLECULE_O...         SET      12     -0.10939   -0.0015688      0.22231      0.68866 GOBP_DETECTION_OF_MOLECULE_OF_BACTERIAL_ORIGIN
GOBP_DETECTION_OF_OTHER_ORGA...         SET      20     -0.30138   -0.0055795      0.17962      0.95331 GOBP_DETECTION_OF_OTHER_ORGANISM
GOBP_DE_NOVO_PROTEIN_FOLDING            SET      43      -0.1368   -0.0037127      0.12182      0.86926 GOBP_DE_NOVO_PROTEIN_FOLDING
GOBP_DICARBOXYLIC_ACID_TRANS...         SET      90     -0.02739    -0.001075     0.084477      0.62712 GOBP_DICARBOXYLIC_ACID_TRANSPORT
GOBP_DIENCEPHALON_DEVELOPMENT           SET      71     -0.11199   -0.0039045     0.096322      0.87751 GOBP_DIENCEPHALON_DEVELOPMENT
GOBP_DIVALENT_INORGANIC_CATI...         SET     491     0.045752    0.0041798     0.037636      0.11207 GOBP_DIVALENT_INORGANIC_CATION_HOMEOSTASIS
GOBP_DNA_GEOMETRIC_CHANGE               SET      92     0.017326   0.00068753     0.080459      0.41475 GOBP_DNA_GEOMETRIC_CHANGE
GOBP_DNA_REPLICATION                    SET     275    -0.065576   -0.0044918     0.047498       0.9163 GOBP_DNA_REPLICATION
GOBP_ELECTRON_TRANSPORT_CHAIN           SET     150     0.025846    0.0013089     0.065097      0.34567 GOBP_ELECTRON_TRANSPORT_CHAIN
GOBP_ENERGY_DERIVATION_BY_OX...         SET     296     -0.02083     -0.00148     0.046975      0.67127 GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS
GOBP_EOSINOPHIL_CHEMOTAXIS              SET      18     -0.13784    -0.002421      0.21349      0.74075 GOBP_EOSINOPHIL_CHEMOTAXIS
GOBP_EOSINOPHIL_MIGRATION               SET      22     -0.10296   -0.0019991      0.17987      0.71647 GOBP_EOSINOPHIL_MIGRATION
GOBP_EPITHELIAL_CILIUM_MOVEM...         SET      11     -0.14403   -0.0019777      0.24202      0.72412 GOBP_EPITHELIAL_CILIUM_MOVEMENT_INVOLVED_IN_DETERMINATION_OF_LEFT_RIGHT_ASYMMETRY
GOBP_ERK1_AND_ERK2_CASCADE              SET     329    -0.021451   -0.0016064     0.046694      0.67702 GOBP_ERK1_AND_ERK2_CASCADE
GOBP_ESTABLISHMENT_OF_ORGANE...         SET     393    -0.043337   -0.0035451      0.04056      0.85735 GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION
GOBP_ESTABLISHMENT_OF_PROTEI...         SET     415    -0.056414   -0.0047413     0.038671      0.92769 GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE
GOBP_EXTERNAL_ENCAPSULATING_...         SET     304    -0.091834   -0.0066122     0.046953      0.97476 GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION
GOBP_FOREBRAIN_DEVELOPMENT              SET     366    -0.027118   -0.0021413     0.043059      0.73558 GOBP_FOREBRAIN_DEVELOPMENT
GOBP_GENERATION_OF_PRECURSOR...         SET     461    0.0027944   0.00024743     0.037165      0.47003 GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
GOBP_HUMORAL_IMMUNE_RESPONSE            SET     295     0.071181    0.0050491     0.050838     0.080737 GOBP_HUMORAL_IMMUNE_RESPONSE
GOBP_IMMUNE_RESPONSE_REGULAT...         SET     449     0.011546     0.001009     0.039259      0.38434 GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY
GOBP_IMPORT_ACROSS_PLASMA_ME...         SET     171     0.079183    0.0042809     0.062861       0.1039 GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_IMPORT_INTO_CELL                   SET     220     0.076743     0.004704     0.055011     0.081503 GOBP_IMPORT_INTO_CELL
GOBP_INTERFERON_BETA_PRODUCT...         SET      54    0.0020577   6.2578e-05      0.10588      0.49225 GOBP_INTERFERON_BETA_PRODUCTION
GOBP_INTERLEUKIN_10_PRODUCTI...         SET      58     0.035521    0.0011195      0.11201      0.37557 GOBP_INTERLEUKIN_10_PRODUCTION
GOBP_INTERLEUKIN_8_PRODUCTION           SET      96    -0.070697   -0.0028656     0.085246      0.79654 GOBP_INTERLEUKIN_8_PRODUCTION
GOBP_INTRACILIARY_TRANSPORT             SET      38    0.0018471   4.7129e-05      0.13175      0.49441 GOBP_INTRACILIARY_TRANSPORT
GOBP_LEUKOCYTE_CELL_CELL_ADH...         SET     367     -0.04989   -0.0039447     0.042711      0.87861 GOBP_LEUKOCYTE_CELL_CELL_ADHESION
GOBP_LEUKOCYTE_MEDIATED_CYTO...         SET     127     -0.10708   -0.0049908     0.074484      0.92472 GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY
GOBP_LEUKOCYTE_MEDIATED_IMMU...         SET     424     -0.03236   -0.0027488     0.040695      0.78674 GOBP_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_LEUKOCYTE_PROLIFERATION            SET     320    -0.085676   -0.0063282     0.045756      0.96942 GOBP_LEUKOCYTE_PROLIFERATION
GOBP_LYMPHOCYTE_MEDIATED_IMM...         SET     333    -0.001383  -0.00010419     0.046645      0.51183 GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_MACROAUTOPHAGY                     SET     298     -0.01318  -0.00093961     0.045828      0.61317 GOBP_MACROAUTOPHAGY
GOBP_MACROPHAGE_ACTIVATION              SET     105     -0.14167   -0.0060051     0.079481      0.96266 GOBP_MACROPHAGE_ACTIVATION
GOBP_MACROPHAGE_CYTOKINE_PRO...         SET      17     0.056662   0.00096715      0.17683      0.37432 GOBP_MACROPHAGE_CYTOKINE_PRODUCTION
GOBP_MICROGLIAL_CELL_ACTIVAT...         SET      47     -0.16175   -0.0045895      0.11688      0.91681 GOBP_MICROGLIAL_CELL_ACTIVATION
GOBP_MITOCHONDRIAL_RESPIRATO...         SET      85    -0.091912   -0.0035059       0.0945      0.83463 GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY
GOBP_MITOCHONDRION_LOCALIZAT...         SET      46       0.1142    0.0032058      0.11973      0.17007 GOBP_MITOCHONDRION_LOCALIZATION
GOBP_MITOCHONDRION_ORGANIZAT...         SET     493     0.011559    0.0010581     0.036096       0.3744 GOBP_MITOCHONDRION_ORGANIZATION
GOBP_MITOTIC_NUCLEAR_DIVISION           SET     288    0.0076009   0.00053275     0.047311      0.43618 GOBP_MITOTIC_NUCLEAR_DIVISION
GOBP_MITOTIC_SISTER_CHROMATI...         SET     169    -0.058288   -0.0031328     0.060968      0.83047 GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION
GOBP_MITOTIC_SPINDLE_ASSEMBLY           SET      66     0.095597    0.0032137      0.09721       0.1627 GOBP_MITOTIC_SPINDLE_ASSEMBLY
GOBP_MITOTIC_SPINDLE_ORGANIZ...         SET     120     0.013554   0.00061411     0.072144      0.42549 GOBP_MITOTIC_SPINDLE_ORGANIZATION
GOBP_MONONUCLEAR_CELL_DIFFER...         SET     420    -0.050723   -0.0042885     0.039297      0.90161 GOBP_MONONUCLEAR_CELL_DIFFERENTIATION
GOBP_MULTICELLULAR_ORGANISMA...         SET     515    0.0069768   0.00065264     0.035845      0.42284 GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS
GOBP_MYELOID_CELL_APOPTOTIC_...         SET      32     -0.10765   -0.0025205       0.1417      0.77627 GOBP_MYELOID_CELL_APOPTOTIC_PROCESS
GOBP_MYELOID_CELL_DIFFERENTI...         SET     375    0.0085468   0.00068306     0.041412      0.41825 GOBP_MYELOID_CELL_DIFFERENTIATION
GOBP_MYELOID_LEUKOCYTE_ACTIV...         SET     226     -0.11448   -0.0071117     0.054357       0.9824 GOBP_MYELOID_LEUKOCYTE_ACTIVATION
GOBP_MYELOID_LEUKOCYTE_CYTOK...         SET      30    0.0010549   2.3917e-05      0.13832      0.49696 GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION
GOBP_MYELOID_LEUKOCYTE_DIFFE...         SET     202     0.022281    0.0013089      0.05651      0.34669 GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION
GOBP_NAD_METABOLIC_PROCESS              SET      29    -0.044464  -0.00099114      0.14662      0.61915 GOBP_NAD_METABOLIC_PROCESS
GOBP_NEGATIVE_REGULATION_OF_...1        SET     302     0.053306    0.0038255     0.044661      0.11633 GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS
GOBP_NEGATIVE_REGULATION_OF_...2        SET     210    -0.065127   -0.0039006       0.0553      0.88054 GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION
GOBP_NEGATIVE_REGULATION_OF_...3        SET     345    -0.050755   -0.0038917     0.043704      0.87724 GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION
GOBP_NEGATIVE_REGULATION_OF_...4        SET     259    -0.010228  -0.00067997     0.049915      0.58117 GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE
GOBP_NEGATIVE_REGULATION_OF_...5        SET     353    -0.058108   -0.0045065     0.044097       0.9062 GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY
GOBP_NEGATIVE_REGULATION_OF_...6        SET     174     0.011373   0.00062019     0.061287      0.42639 GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE
GOBP_NEGATIVE_REGULATION_OF_...7        SET     412    -0.022198   -0.0018589     0.039753      0.71171 GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GOBP_NEGATIVE_REGULATION_OF_...8        SET      71     -0.18371   -0.0064052     0.096002      0.97216 GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE
GOBP_NEGATIVE_REGULATION_OF_...9        SET     517    0.0017017   0.00015949     0.035684      0.48098 GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION
GOBP_NEGATIVE_REGULATION_OF_...10       SET      18     -0.50252    -0.008826      0.18328      0.99694 GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION
GOBP_NEGATIVE_REGULATION_OF_...11       SET      46    -0.028669  -0.00080476      0.11205      0.60097 GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION
GOBP_NEGATIVE_REGULATION_OF_...12       SET      18     -0.24738   -0.0043448      0.18038      0.91488 GOBP_NEGATIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE
GOBP_NEGATIVE_REGULATION_OF_...13       SET     200     -0.13536   -0.0079123     0.055717      0.99244 GOBP_NEGATIVE_REGULATION_OF_NEURON_DEATH
GOBP_NEGATIVE_REGULATION_OF_...14       SET     436    -0.033304   -0.0028684     0.038496      0.80651 GOBP_NEGATIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
GOBP_NEGATIVE_REGULATION_OF_...15       SET     377    -0.031991   -0.0025635     0.041484      0.77969 GOBP_NEGATIVE_REGULATION_OF_PHOSPHORYLATION
GOBP_NEGATIVE_REGULATION_OF_...16       SET     193     -0.00399  -0.00022912     0.057402      0.52771 GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION
GOBP_NEGATIVE_REGULATION_OF_...17       SET     109    -0.091327   -0.0039441     0.077961      0.87929 GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_NEGATIVE_REGULATION_OF_...18       SET     416    -0.014452   -0.0012161     0.039532      0.64266 GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GOBP_NEGATIVE_REGULATION_OF_...19       SET      20     -0.24921   -0.0046137      0.17395      0.92401 GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOBP_NEGATIVE_REGULATION_OF_...20       SET      57     -0.13116    -0.004098       0.1156      0.87173 GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION
GOBP_NEGATIVE_REGULATION_OF_...21       SET      90    -0.060368   -0.0023694     0.088101       0.7534 GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS
GOBP_NEUROMUSCULAR_PROCESS_C...         SET      16      0.20438    0.0033844      0.18672      0.13686 GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE
GOBP_NEURON_DEATH                       SET     336    -0.067637   -0.0051185     0.043634      0.93944 GOBP_NEURON_DEATH
GOBP_NEUROPEPTIDE_SIGNALING_...         SET     101     0.027875    0.0011589     0.083664       0.3695 GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY
GOBP_NEUROTRANSMITTER_TRANSP...         SET     198    -0.068939   -0.0040096     0.058409      0.88105 GOBP_NEUROTRANSMITTER_TRANSPORT
GOBP_NON_MEMBRANE_BOUNDED_OR...         SET     387   -0.0034536  -0.00028036     0.040663      0.53384 GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY
GOBP_NUCLEOSIDE_PHOSPHATE_BI...         SET     242    -0.059135   -0.0038009     0.052203      0.87135 GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS
GOBP_ONE_CARBON_METABOLIC_PR...         SET      39    -0.025535  -0.00066002      0.12944      0.57819 GOBP_ONE_CARBON_METABOLIC_PROCESS
GOBP_ORGANELLE_TRANSPORT_ALO...         SET      81     0.015681   0.00058392     0.089036       0.4301 GOBP_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE
GOBP_ORGANIC_CYCLIC_COMPOUND...         SET     482    -0.079627   -0.0072081     0.036261      0.98595 GOBP_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS
GOBP_OXIDATIVE_PHOSPHORYLATI...         SET     122     -0.05302   -0.0024222     0.075427      0.75895 GOBP_OXIDATIVE_PHOSPHORYLATION
GOBP_PATTERN_RECOGNITION_REC...         SET     169      0.01535     0.000825     0.060737      0.40024 GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY
GOBP_PENILE_ERECTION                    SET      11      0.69032    0.0094787      0.25386    0.0032724 GOBP_PENILE_ERECTION
GOBP_PHAGOCYTOSIS                       SET     290   -0.0017506  -0.00012312     0.050399      0.51385 GOBP_PHAGOCYTOSIS
GOBP_POSITIVE_REGULATION_OF_...1        SET     111     0.021441   0.00093439     0.077701       0.3913 GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...2        SET      35     0.021033   0.00051503      0.12703      0.43425 GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE
GOBP_POSITIVE_REGULATION_OF_...3        SET      16     0.026816   0.00044405      0.20755       0.4486 GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION
GOBP_POSITIVE_REGULATION_OF_...4        SET     133    -0.042637   -0.0020336     0.077022      0.71006 GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION
GOBP_POSITIVE_REGULATION_OF_...5        SET      41    -0.048065   -0.0012738      0.12434      0.65045 GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...6        SET     407    -0.049539   -0.0041235     0.041295      0.88486 GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION
GOBP_POSITIVE_REGULATION_OF_...7        SET     432    -0.016647   -0.0014273     0.039397      0.66369 GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION
GOBP_POSITIVE_REGULATION_OF_...8        SET     282    -0.032332   -0.0022425     0.049065      0.74503 GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION
GOBP_POSITIVE_REGULATION_OF_...9        SET      64    -0.091523   -0.0030299      0.11222      0.79262 GOBP_POSITIVE_REGULATION_OF_CELL_KILLING
GOBP_POSITIVE_REGULATION_OF_...10       SET     463    -0.028195   -0.0025019     0.037777      0.77227 GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...11       SET      68     0.014551   0.00049651     0.095878      0.43969 GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...12       SET     278    -0.051505   -0.0035471     0.049327      0.85179 GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...13       SET     219    -0.035809   -0.0021899     0.058336      0.73034 GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE
GOBP_POSITIVE_REGULATION_OF_...14       SET     242    -0.040109    -0.002578     0.053594      0.77288 GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GOBP_POSITIVE_REGULATION_OF_...15       SET     556  -0.00042222  -4.1023e-05      0.03568      0.50472 GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...16       SET     132    0.0073434   0.00034893     0.074923      0.46096 GOBP_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...17       SET      36   -0.0065039  -0.00016152      0.12975      0.51999 GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...18       SET      60     -0.17952   -0.0057546      0.10416       0.9576 GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...19       SET     259      0.08924    0.0059331     0.050734     0.039294 GOBP_POSITIVE_REGULATION_OF_ION_TRANSPORT
