# MEAN_SAMPLE_SIZE = 27148
# TOTAL_GENES = 17630
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_DE_NOVO_PROTEIN_FOLDING            SET      38     -0.15506   -0.0071911      0.13313      0.87792 GOBP_DE_NOVO_PROTEIN_FOLDING
GOBP_DICARBOXYLIC_ACID_TRANS...         SET      91      0.03213    0.0023024      0.10675      0.38172 GOBP_DICARBOXYLIC_ACID_TRANSPORT
GOBP_DIENCEPHALON_DEVELOPMENT           SET      75     0.038672     0.002517      0.12494      0.37847 GOBP_DIENCEPHALON_DEVELOPMENT
GOBP_DNA_GEOMETRIC_CHANGE               SET      90    -0.019205   -0.0013687      0.10059      0.57571 GOBP_DNA_GEOMETRIC_CHANGE
GOBP_ENERGY_DERIVATION_BY_OX...         SET     271      0.03513     0.004322      0.05977      0.27835 GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS
GOBP_ERK1_AND_ERK2_CASCADE              SET     306     0.059502    0.0077709     0.061019      0.16475 GOBP_ERK1_AND_ERK2_CASCADE
GOBP_GENERATION_OF_PRECURSOR...         SET     436     0.021719    0.0033731      0.04777      0.32468 GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY
GOBP_HUMORAL_IMMUNE_RESPONSE            SET     226     0.093186     0.010483     0.074742      0.10625 GOBP_HUMORAL_IMMUNE_RESPONSE
GOBP_IMMUNE_EFFECTOR_PROCESS            SET     569      0.30932     0.054666     0.044107   1.2147e-12 GOBP_IMMUNE_EFFECTOR_PROCESS
GOBP_IMMUNE_RESPONSE_REGULAT...         SET     382      0.25614     0.037294     0.053785   9.6544e-07 GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY
GOBP_IMPORT_ACROSS_PLASMA_ME...         SET     171    -0.005538  -0.00054277     0.080811      0.52732 GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE
GOBP_IMPORT_INTO_CELL                   SET     218      -0.0025  -0.00027628     0.072547      0.51374 GOBP_IMPORT_INTO_CELL
GOBP_INTERFERON_BETA_PRODUCT...         SET      53      0.16081    0.0088041      0.13494      0.11669 GOBP_INTERFERON_BETA_PRODUCTION
GOBP_INTERLEUKIN_10_PRODUCTI...         SET      56      0.24692     0.013895      0.14047     0.039399 GOBP_INTERLEUKIN_10_PRODUCTION
GOBP_INTERLEUKIN_8_PRODUCTION           SET      82      0.17012     0.011576      0.11191     0.064249 GOBP_INTERLEUKIN_8_PRODUCTION
GOBP_INTRACILIARY_TRANSPORT             SET      34      0.17703    0.0077672      0.15955      0.13359 GOBP_INTRACILIARY_TRANSPORT
GOBP_LEUKOCYTE_DIFFERENTIATI...         SET     537      0.28043     0.048192     0.045984    5.482e-10 GOBP_LEUKOCYTE_DIFFERENTIATION
GOBP_LEUKOCYTE_MEDIATED_CYTO...         SET     124      0.43525     0.036375     0.092863   1.3978e-06 GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY
GOBP_LEUKOCYTE_MEDIATED_IMMU...         SET     365      0.32321     0.046022     0.054183   1.2485e-09 GOBP_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_LEUKOCYTE_PROLIFERATION            SET     317      0.38665      0.05138     0.059049   3.0069e-11 GOBP_LEUKOCYTE_PROLIFERATION
GOBP_LYMPHOCYTE_MEDIATED_IMM...         SET     274      0.44232     0.054714     0.063082   1.2234e-12 GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_MACROPHAGE_ACTIVATION              SET      99      0.35403     0.026456      0.10372    0.0003217 GOBP_MACROPHAGE_ACTIVATION
GOBP_MACROPHAGE_ACTIVATION_I...         SET      18      0.51124     0.016328      0.23871     0.016118 GOBP_MACROPHAGE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_MICROGLIAL_CELL_ACTIVAT...         SET      43      0.60274     0.029732      0.15726    6.362e-05 GOBP_MICROGLIAL_CELL_ACTIVATION
GOBP_MITOCHONDRION_LOCALIZAT...         SET      49      0.06971    0.0036701      0.13147      0.29798 GOBP_MITOCHONDRION_LOCALIZATION
GOBP_MITOCHONDRION_ORGANIZAT...         SET     467    -0.016742   -0.0026886     0.043794      0.64888 GOBP_MITOCHONDRION_ORGANIZATION
GOBP_MITOTIC_SPINDLE_ASSEMBLY           SET      67   -0.0048298  -0.00029719      0.11562      0.51666 GOBP_MITOTIC_SPINDLE_ASSEMBLY
GOBP_MONONUCLEAR_CELL_DIFFER...         SET     422       0.3249     0.049663     0.051829   1.8685e-10 GOBP_MONONUCLEAR_CELL_DIFFERENTIATION
GOBP_MULTICELLULAR_ORGANISMA...         SET     505     0.042191    0.0070379      0.04609         0.18 GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS
GOBP_MYELOID_CELL_DIFFERENTI...         SET     361      0.17114     0.024238     0.053473   0.00068737 GOBP_MYELOID_CELL_DIFFERENTIATION
GOBP_MYELOID_LEUKOCYTE_ACTIV...         SET     220      0.15872     0.017619     0.069351     0.011059 GOBP_MYELOID_LEUKOCYTE_ACTIVATION
GOBP_MYELOID_LEUKOCYTE_CYTOK...         SET      29      0.41447     0.016797      0.18671      0.01322 GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION
GOBP_NAD_METABOLIC_PROCESS              SET      28    -0.055211   -0.0021986       0.1731      0.62512 GOBP_NAD_METABOLIC_PROCESS
GOBP_NEGATIVE_REGULATION_OF_...1        SET     199      0.28411     0.030015     0.072405    4.374e-05 GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION
GOBP_NEGATIVE_REGULATION_OF_...2        SET     220      0.21604     0.023983     0.066634   0.00059443 GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE
GOBP_NEGATIVE_REGULATION_OF_...3        SET      51      0.14876    0.0079896      0.14325      0.14954 GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING
GOBP_NEGATIVE_REGULATION_OF_...4        SET     170      0.26774     0.026165     0.074981   0.00017851 GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE
GOBP_NEGATIVE_REGULATION_OF_...5        SET     393      0.22396     0.033064     0.050985    5.634e-06 GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GOBP_NEGATIVE_REGULATION_OF_...6        SET      70      0.19105     0.012015      0.11326     0.045832 GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE
GOBP_NEGATIVE_REGULATION_OF_...7        SET      17      0.80954     0.025127       0.2339   0.00026969 GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION
GOBP_NEGATIVE_REGULATION_OF_...8        SET      47      0.17356    0.0089494      0.14855      0.12135 GOBP_NEGATIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION
GOBP_NEGATIVE_REGULATION_OF_...9        SET      13      0.96817     0.026282      0.26752   0.00014832 GOBP_NEGATIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE
GOBP_NEGATIVE_REGULATION_OF_...10       SET     107      0.20461     0.015893     0.094515     0.015206 GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_NEGATIVE_REGULATION_OF_...11       SET     372      0.14925     0.021451     0.052877     0.002385 GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GOBP_NEGATIVE_REGULATION_OF_...12       SET      19    -0.098861   -0.0032438      0.22822      0.66755 GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOBP_NEGATIVE_REGULATION_OF_...13       SET      53      0.13169    0.0072101      0.14763      0.18619 GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION
GOBP_NEGATIVE_REGULATION_OF_...14       SET      86       0.1068     0.007441      0.11199      0.17014 GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS
GOBP_NEUROMUSCULAR_PROCESS_C...         SET      17   -0.0031057  -9.6396e-05      0.24234      0.50511 GOBP_NEUROMUSCULAR_PROCESS_CONTROLLING_POSTURE
GOBP_NEUROPEPTIDE_SIGNALING_...         SET     103    -0.091917   -0.0070053      0.10592      0.80725 GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY
GOBP_NEUROTRANSMITTER_TRANSP...         SET     204     0.046639     0.004988     0.070873      0.25525 GOBP_NEUROTRANSMITTER_TRANSPORT
GOBP_NON_MEMBRANE_BOUNDED_OR...         SET     369     0.015143    0.0021678     0.050412      0.38195 GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY
GOBP_ONE_CARBON_METABOLIC_PR...         SET      38      0.20749     0.009623      0.16116     0.098967 GOBP_ONE_CARBON_METABOLIC_PROCESS
GOBP_OXIDATIVE_PHOSPHORYLATI...         SET     104     0.083496    0.0063942     0.097536      0.19599 GOBP_OXIDATIVE_PHOSPHORYLATION
GOBP_PATTERN_RECOGNITION_REC...         SET     163      0.18231     0.017449     0.082488     0.013554 GOBP_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY
GOBP_PENILE_ERECTION                    SET      11      -0.4376    -0.010928       0.3334      0.90532 GOBP_PENILE_ERECTION
GOBP_PERK_MEDIATED_UNFOLDED_...         SET      18     0.057548    0.0018379      0.26297      0.41339 GOBP_PERK_MEDIATED_UNFOLDED_PROTEIN_RESPONSE
GOBP_PHAGOCYTOSIS_RECOGNITION           SET      30      0.18194     0.007499      0.20058      0.18219 GOBP_PHAGOCYTOSIS_RECOGNITION
GOBP_POSITIVE_REGULATION_OF_...1        SET     104      0.39855     0.030521     0.097637   2.2437e-05 GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...2        SET      35     0.039727    0.0017684      0.17907      0.41221 GOBP_POSITIVE_REGULATION_OF_BLOOD_PRESSURE
GOBP_POSITIVE_REGULATION_OF_...3        SET      16     -0.19657   -0.0059191      0.26605      0.76999 GOBP_POSITIVE_REGULATION_OF_BONE_RESORPTION
GOBP_POSITIVE_REGULATION_OF_...4        SET      73      0.38155     0.024501      0.11581   0.00049418 GOBP_POSITIVE_REGULATION_OF_B_CELL_ACTIVATION
GOBP_POSITIVE_REGULATION_OF_...5        SET      34      0.33081     0.014514      0.16395     0.021819 GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY
GOBP_POSITIVE_REGULATION_OF_...6        SET      42      0.49854     0.024305      0.15847   0.00082936 GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...7        SET     337      0.41247      0.05648     0.056418   1.3905e-13 GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION
GOBP_POSITIVE_REGULATION_OF_...8        SET     426      0.33699     0.051748     0.050712   1.5639e-11 GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION
GOBP_POSITIVE_REGULATION_OF_...9        SET     279      0.46073     0.057501     0.063282   1.7403e-13 GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION
GOBP_POSITIVE_REGULATION_OF_...10       SET      62      0.60677     0.035921      0.13577   3.9527e-06 GOBP_POSITIVE_REGULATION_OF_CELL_KILLING
GOBP_POSITIVE_REGULATION_OF_...11       SET     448      0.26231     0.041282     0.048855   4.0097e-08 GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...12       SET      67      0.37658     0.023171      0.12656    0.0014647 GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...13       SET     231      0.31283     0.035574     0.067016   1.5336e-06 GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GOBP_POSITIVE_REGULATION_OF_...14       SET     484      0.27426     0.044815     0.047051   2.8416e-09 GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...15       SET     131      0.24487      0.02103     0.089807    0.0032027 GOBP_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...16       SET      36      0.23389     0.010558      0.17043     0.084991 GOBP_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...17       SET      61      0.24983      0.01467       0.1294     0.026774 GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...18       SET     235       0.5158     0.059154     0.068195   2.0683e-14 GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION
GOBP_POSITIVE_REGULATION_OF_...19       SET     128      0.41384     0.035135     0.090207   2.2587e-06 GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_POSITIVE_REGULATION_OF_...20       SET     151      0.47396     0.043677     0.084553   1.0556e-08 GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...21       SET     107      0.45827     0.035594     0.099121   1.9028e-06 GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GOBP_POSITIVE_REGULATION_OF_...22       SET     458     0.056717    0.0090222      0.04881      0.12263 GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE
GOBP_POSITIVE_REGULATION_OF_...23       SET      18     -0.11202   -0.0035776      0.22095      0.69391 GOBP_POSITIVE_REGULATION_OF_MYELINATION
GOBP_POSITIVE_REGULATION_OF_...24       SET      33     -0.10854   -0.0046918      0.16891      0.73976 GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS
GOBP_POSITIVE_REGULATION_OF_...25       SET      68     0.073231    0.0045394      0.12352      0.27665 GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS
GOBP_POSITIVE_REGULATION_OF_...26       SET      26     -0.17985   -0.0069016      0.20323       0.8119 GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY
GOBP_POSITIVE_REGULATION_OF_...27       SET     113      0.31245     0.024935     0.094273   0.00046029 GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...28       SET     167      0.21416     0.020745     0.078467    0.0031775 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...29       SET      60      0.51131     0.029779       0.1261    2.521e-05 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...30       SET      35     0.070537    0.0031398      0.17007      0.33917 GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS
GOBP_POSITIVE_REGULATION_OF_...31       SET     294     0.028418    0.0036391     0.059442       0.3163 GOBP_POSITIVE_REGULATION_OF_SECRETION
GOBP_POSITIVE_REGULATION_OF_...32       SET      23      0.37756     0.013629      0.20773     0.034575 GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION
GOBP_POSITIVE_REGULATION_OF_...33       SET      24     -0.10133   -0.0037364      0.19268      0.70052 GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER_INVOLVED_IN_CELLULAR_RESPONSE_TO_CHEMICAL_STIMULUS
GOBP_POSITIVE_REGULATION_OF_...34       SET     101      0.34143     0.025769      0.10207   0.00041228 GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...35       SET      18       0.4449     0.014209      0.23117     0.027151 GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY
GOBP_POSITIVE_REGULATION_OF_...36       SET      54      0.27176     0.015018      0.13533     0.022324 GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...37       SET      27      0.84239     0.032942      0.21043   3.1393e-05 GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY
GOBP_POSITIVE_REGULATION_OF_...38       SET      31   -0.0013917   -5.831e-05      0.19423      0.50286 GOBP_POSITIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION
GOBP_POSITIVE_THYMIC_T_CELL_...         SET      14       0.8861     0.024961      0.30616    0.0019032 GOBP_POSITIVE_THYMIC_T_CELL_SELECTION
GOBP_POSITIVE_T_CELL_SELECTI...         SET      36       1.0604     0.047871      0.18071   2.2489e-09 GOBP_POSITIVE_T_CELL_SELECTION
GOBP_PRODUCTION_OF_MOLECULAR...         SET     206      0.32215      0.03462     0.069886   2.0319e-06 GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_PROTEIN_FOLDING                    SET     188     0.018663     0.001917     0.067821      0.39159 GOBP_PROTEIN_FOLDING
GOBP_PROTEIN_K63_LINKED_UBIQ...         SET      56    -0.033437   -0.0018816      0.13286      0.59935 GOBP_PROTEIN_K63_LINKED_UBIQUITINATION
GOBP_PROTEIN_POLYUBIQUITINAT...         SET     232     0.027071     0.003085     0.064548      0.33747 GOBP_PROTEIN_POLYUBIQUITINATION
GOBP_REGULATION_OF_ANTIGEN_P...         SET      20      0.14304    0.0048151      0.22307       0.2607 GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION
GOBP_REGULATION_OF_BONE_RESO...         SET      40      0.16423    0.0078141      0.17273      0.17085 GOBP_REGULATION_OF_BONE_RESORPTION
GOBP_REGULATION_OF_B_CELL_AC...         SET     119      0.38781     0.031755     0.093284   1.6185e-05 GOBP_REGULATION_OF_B_CELL_ACTIVATION
GOBP_REGULATION_OF_B_CELL_PR...         SET      62      0.43133     0.025534      0.13335   0.00061046 GOBP_REGULATION_OF_B_CELL_PROLIFERATION
GOBP_REGULATION_OF_CELL_ACTI...         SET     567      0.34828     0.061449     0.043743   9.0289e-16 GOBP_REGULATION_OF_CELL_ACTIVATION
GOBP_REGULATION_OF_CELL_CELL...         SET     431      0.34102     0.052666     0.051311   1.5541e-11 GOBP_REGULATION_OF_CELL_CELL_ADHESION
GOBP_REGULATION_OF_CELL_KILL...         SET     100      0.49207     0.036956      0.10353   1.0106e-06 GOBP_REGULATION_OF_CELL_KILLING
GOBP_REGULATION_OF_CILIUM_BE...         SET      14      0.18889    0.0053208      0.24614      0.22143 GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY
GOBP_REGULATION_OF_DEFENSE_R...         SET     577      0.18267     0.032503     0.042494   8.6386e-06 GOBP_REGULATION_OF_DEFENSE_RESPONSE
