GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT      P_MULTI  P_SNPWISE_MEAN  P_SNPWISE_TOP1
ENSG00000169962    1    1261726    1274844     17       3  27148     -0.72161      0.76473         0.71866         0.80237
ENSG00000107404    1    1265658    1289509     24       3  27148      0.93771       0.1742         0.20596         0.14866
ENSG00000162576    1    1283071    1302183     44       7  27148       1.1503        0.125         0.07872         0.21232
ENSG00000175756    1    1304110    1315818     41       7  27148      0.93273      0.17548         0.12251         0.26099
ENSG00000221978    1    1316091    1339718     31       6  27148       1.2125      0.11266         0.06708         0.20934
ENSG00000242485    1    1332276    1347693     20       5  27148       1.4232     0.077346        0.037573          0.1864
ENSG00000235098    1    1348800    1361824     23       4  27148       1.3689     0.085514        0.051521         0.15776
ENSG00000205116    1    1356508    1368167     16       4  27148       1.2357      0.10829         0.05888         0.21311
ENSG00000160072    1    1402139    1449852     23       7  27148      -1.3711      0.91483         0.81487         0.95473
ENSG00000197785    1    1442523    1475067     58      13  27148      0.48816      0.31272         0.30429         0.31229
ENSG00000205090    1    1465158    1480740     35      11  27148       1.0012      0.15838         0.10681         0.25702
ENSG00000160075    1    1472053    1515262     73       9  27148       1.3188     0.093613         0.03798         0.28944
ENSG00000197530    1    1545795    1570990      9       2  27148      0.32042      0.37433         0.45669         0.30468
ENSG00000189409    1    1562060    1575030      4       2  27148      0.19975      0.42084         0.49337         0.35327
ENSG00000189339    1    1586486    1629243     17       3  27148      -2.5601      0.99477         0.99045         0.99092
ENSG00000008128    1    1628822    1660999     11       6  27148       2.5855     0.004862       0.0029336        0.012843
ENSG00000008130    1    1677671    1716508     67       9  27148       3.0424    0.0011733      0.00066189       0.0065266
ENSG00000078369    1    1711725    1827552    122      13  27148       2.6188    0.0044121       0.0036777        0.014545
ENSG00000169885    1    1841266    1853733     37       7  27148       2.5257    0.0057735       0.0028024        0.021082
ENSG00000178821    1    1844029    1855740     41       7  27148       2.4142    0.0078856       0.0060721        0.018094
ENSG00000142609    1    1848390    1940276    263      22  27148       1.4086     0.079482        0.070551         0.10727
ENSG00000187730    1    1945768    1967192     28       4  27148      0.49832      0.30913         0.16359         0.57024
ENSG00000067606    1    1976909    2121834    336      26  27148       -2.134      0.98358         0.97292         0.96594
ENSG00000157933    1    2155134    2246652    199      40  27148      0.34232      0.36605         0.44383         0.27195
ENSG00000116151    1    2246719    2328190    274      37  27148     -0.85289      0.80314         0.71292         0.78536
ENSG00000157916    1    2318214    2341883     57      17  27148     -0.91903      0.82096         0.78594         0.78098
ENSG00000157911    1    2331241    2349010     43      15  27148       1.1059      0.13438         0.44114        0.047953
ENSG00000149527    1    2402754    2441964     66      14  27148       3.7333   9.4495e-05      0.00020335      0.00054591
ENSG00000157881    1    2434975    2463061     49       8  27148       3.7171   0.00010078       0.0028037      0.00011115
ENSG00000197921    1    2455184    2466684     22       7  27148       3.8727   5.3826e-05      0.00028588       0.0001222
ENSG00000157873    1    2482291    2500268     29       6  27148       7.5409   2.3343e-14      6.3447e-10      1.9318e-14
ENSG00000142606    1    2517078    2569499    115       7  27148       8.3634   3.0463e-17           5e-10       2.029e-16
ENSG00000169717    1    2933046    2944467     24       5  27148     0.095758      0.46186         0.53312         0.34639
ENSG00000142611    1    2980565    3360185   1192     134  27148       1.6571     0.048754        0.097528        0.057345
ENSG00000130762    1    3366147    3402677     99      12  27148      0.11608       0.4538         0.30422         0.62834
ENSG00000162591    1    3399506    3533059    400      60  27148     -0.16025      0.56366         0.38185         0.72085
ENSG00000158109    1    3536556    3551695     36       9  27148      0.81366      0.20792         0.20984         0.21332
ENSG00000116213    1    3542331    3571671     44       8  27148       1.4669     0.071205        0.081522        0.075822
ENSG00000078900    1    3564129    3657765    261      44  27148       2.0443     0.020463        0.020536        0.045769
ENSG00000162592    1    3663965    3693209     79      20  27148      -2.1602      0.98462         0.99609         0.94152
ENSG00000235169    1    3684352    3697546     55      10  27148      -2.3213      0.98986         0.98815         0.97148
ENSG00000130764    1    3691784    3718068    105      17  27148      0.22091      0.41258         0.94589         0.16384
ENSG00000116198    1    3723645    3778797    284      16  27148      0.40352      0.34328          0.8974         0.12475
ENSG00000169598    1    3768845    3806993    195      27  27148      -1.7641      0.96114         0.94449         0.93697
ENSG00000198912    1    3800697    3821857     65      10  27148      -2.4427      0.99271         0.98576         0.99108
ENSG00000196581    1    4710105    4848851    516      72  27148      -1.0988      0.86407         0.78804         0.83722
ENSG00000131697    1    5917870    6057618    346      20  27148       0.6822      0.24756         0.23478         0.26593
ENSG00000069424    1    6047358    6166253    282      44  27148      -1.2183      0.88845         0.75981         0.93018
ENSG00000116254    1    6156847    6245194    256      29  27148     -0.61859      0.73191         0.53768         0.90332
ENSG00000116251    1    6240080    6264679     35       9  27148     -0.44042      0.67018         0.53046         0.78103
ENSG00000158286    1    6261189    6286359     45      11  27148      -0.4873      0.68698         0.47106         0.86673
ENSG00000116237    1    6276253    6301044     38       8  27148     -0.22842      0.59034         0.42408         0.76019
ENSG00000173673    1    6299252    6310638     18       6  27148      -1.4884      0.93167         0.95833         0.87871
ENSG00000158292    1    6302406    6326035     54       8  27148    -0.079348      0.53162         0.51875         0.49469
ENSG00000097021    1    6319332    6458826    338      20  27148       2.9952    0.0013715       0.0010639       0.0085033
ENSG00000069812    1    6470292    6489724     41       8  27148       3.2734    0.0005313      0.00026038       0.0027083
ENSG00000187017    1    6479836    6526004     78      14  27148        3.591    0.0001647      0.00011269       0.0014013
ENSG00000215788    1    6515787    6532432     33       8  27148       3.8065   7.0483e-05      3.7698e-05       0.0010249
ENSG00000171680    1    6521152    6585121    129      23  27148       2.7487    0.0029913        0.011938       0.0032529
ENSG00000162408    1    6576407    6619658    125       5  27148      0.77697      0.21859         0.16748         0.29166
ENSG00000173662    1    6609987    6644817     68      12  27148      0.26041      0.39727         0.18933          0.7827
ENSG00000204859    1    6635051    6654340     24      13  27148      -1.2504      0.89443         0.86769         0.86241
ENSG00000162413    1    6645784    6667958     30      11  27148     -0.81852      0.79347         0.75729         0.74185
ENSG00000116273    1    6668756    6689093     27       5  27148      0.26185      0.39672         0.47008         0.31625
ENSG00000041988    1    6679925    6700646     32       6  27148      0.27499      0.39166         0.42686         0.34187
ENSG00000007923    1    6689228    6766966    133      15  27148      0.73326       0.2317         0.15757         0.35398
ENSG00000171735    1    6840384    7834766   2178     150  27148       0.8777      0.19005         0.48555        0.087568
ENSG00000049245    1    7826329    7846492     51      14  27148    -0.089004      0.53546         0.44735          0.5806
ENSG00000049246    1    7839413    7910241    226      24  27148     -0.95399      0.82996         0.85869         0.72186
ENSG00000049247    1    7902672    7918551     57      17  27148       -1.372      0.91498         0.83227         0.93895
ENSG00000049249    1    7970931    8008225     69      13  27148       1.3391     0.090273         0.12875        0.091506
ENSG00000116288    1    8016714    8050342     52       8  27148       1.0419      0.14873         0.12872         0.18341
ENSG00000116285    1    8066779    8091393     27       6  27148      0.51656      0.30273         0.22701          0.3986
ENSG00000162426    1    8373171    8409227     87      16  27148     -0.43429      0.66796         0.62557         0.66252
ENSG00000142599    1    8407464    8882699    511      20  27148     -0.40412      0.65694         0.48665         0.79065
ENSG00000074800    1    8916059    8944151     42       8  27148      0.72996      0.23271         0.20487         0.26895
ENSG00000131686    1    9000893    9040151    124      30  27148    0.0050508      0.49799         0.34153         0.63648
ENSG00000197241    1    9058359    9091404     95      25  27148     -0.52156      0.69901          0.6177         0.67883
ENSG00000142583    1    9092005    9136763    128      17  27148      0.59305      0.27658         0.19633         0.38619
ENSG00000180758    1    9158472    9194229     75      12  27148      0.35815      0.36011         0.44641         0.27257
ENSG00000049239    1    9289822    9336396    126      18  27148        1.305      0.09594        0.066718          0.1636
ENSG00000171621    1    9330202    9434591    387      56  27148        3.089    0.0010041       0.0012691         0.00574
ENSG00000171612    1    9594528    9647831     46       7  27148     -0.72066      0.76444         0.71832         0.70147
ENSG00000188807    1    9643932    9679935     34       6  27148     -0.24615      0.59722          0.6406         0.48934
ENSG00000171608    1    9706789    9794172    121      22  27148    -0.099816      0.53975         0.44204         0.58693
ENSG00000171603    1    9784079    9889550     88      10  27148      -1.1675      0.87849          0.8618         0.74732
ENSG00000178585    1    9903334    9975316     44       7  27148      -0.2274      0.58994         0.54163         0.54203
ENSG00000162441    1    9977168   10008460     47       7  27148       2.3931    0.0083523       0.0052438        0.026534
ENSG00000173614    1    9998486   10050556     54       8  27148        2.125     0.016793        0.020836        0.027045
ENSG00000162444    1   10052255   10081078     21       5  27148       2.4186    0.0077908       0.0070359        0.016963
ENSG00000130939    1   10088041   10246297    140      22  27148       1.8766     0.030287        0.069503         0.02019
ENSG00000054523    1   10265606   10446664    313      14  27148      0.88275      0.18869         0.52972        0.076427
ENSG00000142657    1   10453884   10485565     65      10  27148     -0.20018      0.57933         0.55443         0.52555
ENSG00000241563    1   10504776   10517060     22       6  27148      0.68927      0.24533          0.1525         0.39925
ENSG00000160049    1   10515588   10537613     29       8  27148       1.7695     0.038401         0.02605        0.070921
ENSG00000142655    1   10530003   10695815    338      24  27148       2.0448     0.020438        0.014002        0.055619
ENSG00000130940    1   10691661   10861733    329      62  27148       2.4798    0.0065729        0.016943       0.0090342
ENSG00000175262    1   11001530   11047094    142      17  27148      0.44073      0.32971         0.29628         0.34967
ENSG00000120948    1   11067462   11090549     35       4  27148     -0.52109      0.69885         0.62427         0.72635
ENSG00000009724    1   11081580   11112296     49       6  27148     -0.89494      0.81459         0.67172         0.90685
ENSG00000116649    1   11109649   11125091     22       4  27148      -3.4976      0.99977               1         0.99871
ENSG00000171824    1   11121675   11164961     94       5  27148      -2.3767      0.99127         0.99827         0.96968
ENSG00000198793    1   11161588   11327614    271       9  27148      -1.2081      0.88651         0.87565         0.81691
ENSG00000171819    1   11244346   11261038     19       2  27148     -0.74519      0.77192          0.6807         0.79771
ENSG00000120942    1   11328255   11353491     24       5  27148     -0.71316      0.76213         0.63806         0.79098
ENSG00000116661    1   11702924   11719888     31      16  27148     -0.98603      0.83794          0.7301         0.88401
ENSG00000132879    1   11709432   11728384     42      14  27148      -1.4539      0.92702         0.90899         0.89589
ENSG00000116663    1   11719150   11739411     55      12  27148     -0.67983       0.7517         0.69006         0.75845
ENSG00000116670    1   11729537   11756678     71      16  27148      0.52978      0.29813         0.39902         0.21924
ENSG00000162490    1   11746781   11785336    109      22  27148        2.071      0.01918       0.0089207        0.072864
ENSG00000177674    1   11791142   11815828     59      12  27148     -0.17594      0.56983         0.62323         0.48233
ENSG00000215910    1   11818827   11854642    144      15  27148        2.009     0.022269        0.094371        0.009783
ENSG00000177000    1   11840787   11871160    114      15  27148       1.9337     0.026577         0.14774       0.0075586
ENSG00000011021    1   11861153   11908201    165      16  27148       2.7289    0.0031777        0.035425         0.00122
ENSG00000175206    1   11900766   11912840     45      11  27148        2.837     0.002277       0.0019737       0.0078199
ENSG00000120937    1   11912521   11923992     30       9  27148       2.8533    0.0021633         0.01249       0.0010436
ENSG00000116685    1   11974645   11991485     52      11  27148       2.7752    0.0027582        0.014444       0.0012872
ENSG00000083444    1   11989724   12040599    105      14  27148        2.468    0.0067943         0.01225        0.011409
ENSG00000116688    1   12035238   12078572     85      12  27148       2.5277    0.0057413       0.0070673        0.011183
ENSG00000116691    1   12074299   12097106     40      11  27148       1.0103      0.15619         0.10411         0.25033
ENSG00000120949    1   12118434   12209264    196      42  27148       2.3496    0.0093972        0.048478       0.0081801
ENSG00000028137    1   12222044   12274279    144      31  27148       2.0657      0.01943        0.085291        0.013138
ENSG00000048707    1   12285101   12577099    233      26  27148       2.8641    0.0020907       0.0010918        0.018967
ENSG00000162496    1   12622939   12682820    153      31  27148       0.3855      0.34993         0.28014          0.4125
ENSG00000204518    1   12699566   12732097     61       9  27148     -0.37948      0.64783         0.92456         0.39596
ENSG00000188984    1   12771118   12793726     62      10  27148      0.10598       0.4578         0.29574         0.63966
ENSG00000116726    1   12829984   12843049     20       6  27148         1.05      0.14686        0.078746         0.29352
ENSG00000116721    1   12846546   12861777     45       8  27148      0.19051      0.42446         0.33463         0.49689
ENSG00000239810    1   12879468   12896264     31       7  27148      -1.6341      0.94889         0.90427         0.95357
ENSG00000179172    1   12902261   12913578     20       2  27148      -0.5407      0.70564         0.83723         0.56228
ENSG00000120952    1   12911941   12926764     11       1  27148     -0.83733       0.7988         0.82286         0.77103
ENSG00000275774    1   13177960   13189326     14       4  27148     -0.72752      0.76655          0.7444         0.73379
ENSG00000162494    1   13796445   13845242    177      38  27148      0.68381      0.24705         0.12971         0.48091
ENSG00000162493    1   13905252   13949452    127      28  27148     -0.66604      0.74731         0.85181         0.58578
ENSG00000116731    1   14021714   14156574    236      35  27148       1.7396     0.040963        0.023444         0.12458
ENSG00000189337    1   14214646   15449544   3689     237  27148       1.2134      0.11249        0.053317         0.44499
ENSG00000171729    1   15474028   15551974    353      25  27148        1.597      0.05513        0.034193         0.11971
ENSG00000142621    1   15568730   15729767    424      51  27148      0.64192      0.26046         0.12555         0.54601
ENSG00000142634    1   15731391   15761839     66      20  27148      0.69406      0.24382         0.12459         0.48463
ENSG00000162438    1   15759938   15778153     31       9  27148       1.6307      0.05148        0.094243        0.035095
ENSG00000142615    1   15778223   15803586     72      15  27148       1.1605      0.12292        0.082004          0.2093
ENSG00000215704    1   15797596   15822895     64       9  27148     -0.44158       0.6706         0.55036         0.77614
ENSG00000132906    1   15812896   15856407    134       9  27148     -0.62963      0.73553         0.58637         0.84496
ENSG00000116138    1   15848343   15903228    110      10  27148        1.353     0.088021         0.36213        0.027434
ENSG00000116771    1   15893194   15916605     85       9  27148       1.2222      0.11081         0.53577        0.027359
ENSG00000197312    1   15938953   16000539     98       9  27148       1.1863      0.11775         0.74543         0.02294
ENSG00000215695    1   15981364   15993217     18       5  27148      -1.0802      0.85998          0.9363         0.70942
ENSG00000116786    1   16005632   16066264    134      13  27148       0.6595      0.25479         0.63929         0.10282
ENSG00000162461    1   16057721   16072884     19       6  27148     0.075022       0.4701         0.38701         0.52556
ENSG00000162460    1   16063987   16079292     23       6  27148       0.2516      0.40067          0.2978         0.52134
ENSG00000162458    1   16078107   16118089     66      12  27148       2.7389    0.0030826       0.0033368       0.0095751
ENSG00000233954    1   16128657   16139194     33       6  27148     -0.87588      0.80945         0.75767         0.77256
ENSG00000065526    1   16169359   16271951    129      14  27148      0.33923      0.36722         0.23823         0.52988
ENSG00000116809    1   16263364   16307627     62      11  27148      0.40132      0.34409         0.27187         0.41902
ENSG00000224966    1   16297626   16328701    116      13  27148     -0.12794       0.5509         0.60564         0.46134
ENSG00000173641    1   16335523   16351084     84       9  27148     -0.38189      0.64873         0.88319         0.42601
ENSG00000186510    1   16343486   16365548    113      14  27148     -0.42761      0.66553         0.85588         0.46706
ENSG00000184908    1   16365231   16388821    163      21  27148     -0.31876      0.62505         0.49061         0.69775
ENSG00000185519    1   16379264   16405127     94      13  27148      0.70223      0.24127         0.14523         0.40834
ENSG00000142627    1   16445832   16487582     67      16  27148      -1.2535      0.89498          0.7839         0.92243
ENSG00000142632    1   16519599   16544104     76       8  27148     -0.11478      0.54569         0.41095         0.66142
ENSG00000037637    1   16568339   16683965    187      11  27148     -0.67958      0.75162         0.55247         0.85091
ENSG00000055070    1   16688525   16729643     63       9  27148     -0.28083      0.61058          0.3806         0.84643
ENSG00000187144    1   16717101   16768919     88      19  27148       1.1761      0.11977         0.40519        0.042104
ENSG00000157191    1   16762167   16791585     46       9  27148       1.9859     0.023524         0.11937       0.0097233
ENSG00000219481    1   16883922   16945100     22      13  27148      -5.8218            1               1               1
ENSG00000186715    1   17076129   17095975      1       1  27148       -2.058       0.9802          0.9797          0.9797
ENSG00000117122    1   17295997   17313081     33       8  27148       1.1987      0.11533         0.15331        0.093877
ENSG00000159363    1   17307453   17343467     64      12  27148       2.4227    0.0077019        0.052293       0.0025609
ENSG00000117118    1   17340217   17385665    133      14  27148       2.4433    0.0072773        0.043269       0.0026953
ENSG00000117115    1   17388256   17450948    252      16  27148       1.4295     0.076433         0.18651        0.048316
ENSG00000142623    1   17526621   17577501    164      42  27148       1.2305      0.10925        0.034401         0.43037
ENSG00000142619    1   17570593   17615728    153      22  27148      0.67016      0.25138         0.25683         0.24694
ENSG00000159339    1   17629690   17695495    321      24  27148     -0.88358      0.81154         0.73163         0.76373
ENSG00000276747    1   17693741   17733195    192      17  27148     -0.82455      0.79519         0.86523         0.66397
ENSG00000179051    1   17728251   17771250     63       8  27148     -0.53386      0.70328         0.56837         0.76393
ENSG00000074964    1   17841693   18029370    334      46  27148        1.362     0.086599         0.24443        0.050756
ENSG00000117148    1   18076808   18158558    178      22  27148       1.9868     0.023471        0.011161        0.092127
ENSG00000117154    1   18429240   18709977    810      91  27148    -0.016998      0.50678         0.33469            0.67
ENSG00000179023    1   18802424   18817540     73      12  27148     -0.13673      0.55438         0.83644          0.3396
ENSG00000009709    1   18952500   19080360    292      52  27148      0.78004      0.21768         0.21046         0.23887
ENSG00000179002    1   19161093   19191155    138      24  27148     -0.64673       0.7411           0.666         0.74013
ENSG00000159423    1   19192924   19234293    143      24  27148       1.0511       0.1466         0.50661        0.046872
ENSG00000169991    1   19225774   19287826    159      30  27148       0.9335      0.17528          0.6264        0.054174
ENSG00000127481    1   19396000   19541812    201      18  27148      -0.2476      0.59778         0.53891         0.53939
ENSG00000127463    1   19537158   19583053    105      15  27148     -0.45566      0.67568         0.47392         0.81042
ENSG00000053372    1   19573075   19591622     70      11  27148     -0.87079      0.80806         0.71097         0.85336
ENSG00000162482    1   19604057   19620280     22       8  27148      -1.2983      0.90291          0.9207         0.83341
ENSG00000053371    1   19624202   19643640     46      14  27148      -1.0928      0.86275         0.89489         0.75229
ENSG00000077549    1   19660267   19817066    455      21  27148      0.18379      0.42709         0.46849         0.34837
ENSG00000158747    1   19964723   19989949     76      21  27148     0.085271      0.46602         0.42455         0.46993
ENSG00000158748    1   19986780   20011055     57      10  27148     -0.66075      0.74561          0.8012         0.62853
ENSG00000162542    1   20003706   20131424    323      43  27148     -0.60135       0.7262         0.76352         0.59529
ENSG00000178828    1   20135522   20146771     58      17  27148      0.67738      0.24908         0.18351         0.34513
ENSG00000169914    1   20203356   20244438     78      13  27148      0.45634      0.32407         0.34649         0.29179
ENSG00000188784    1   20241800   20255110     40      13  27148     0.012462      0.49503         0.41455         0.55015
ENSG00000188257    1   20296924   20311932     44      15  27148      -1.7528      0.96019         0.96442         0.91043
ENSG00000127472    1   20381157   20423394    127      20  27148       -1.803       0.9643         0.90753         0.98653
ENSG00000117215    1   20434143   20451059     48      21  27148     -0.67947      0.75158         0.58972         0.85336
ENSG00000158786    1   20460823   20481879     33      14  27148     -0.62478      0.73394         0.63103         0.76021
ENSG00000187980    1   20485484   20506687     47      12  27148      -0.2818      0.61095         0.46987         0.71024
ENSG00000162543    1   20507578   20527540     30       7  27148      0.76038      0.22351         0.27455         0.18925
ENSG00000158816    1   20612412   20686662    213      26  27148     -0.88339      0.81149         0.79652         0.73903
ENSG00000162545    1   20803884   20817728     14       7  27148     -0.71046      0.76129          0.7504          0.7142
ENSG00000090432    1   20820941   20839674     33      13  27148     -0.99449      0.84001         0.75763         0.86196
ENSG00000183114    1   20873932   20886513     43      13  27148     -0.24675      0.59745          0.5743         0.55551
ENSG00000158825    1   20910444   20950401    169      20  27148      -1.6429       0.9498         0.97459          0.8933
ENSG00000158828    1   20954948   20983004     91      13  27148      -1.2794      0.89962         0.96977         0.77008
ENSG00000244038    1   20973260   20993037     59       9  27148       -2.457      0.99299         0.99649         0.97645
ENSG00000117245    1   20985475   21049317    193      42  27148       1.0283      0.15191        0.082142         0.33114
ENSG00000189410    1   21041225   21064133     49      11  27148       1.0381      0.14962         0.15098         0.16637
ENSG00000127483    1   21064170   21118808     79      10  27148       1.0775      0.14063         0.13926         0.16529
ENSG00000075151    1   21127785   21508381    465      15  27148      0.92549      0.17736         0.18648         0.19221
ENSG00000117298    1   21538740   21677034    319      35  27148       0.7079       0.2395         0.16294         0.35984
ENSG00000142794    1   21761583   21816393    115      10  27148     0.059932       0.4761         0.44996         0.47454
ENSG00000162551    1   21830475   21909905    258      29  27148       1.1292       0.1294         0.11168         0.17546
ENSG00000076864    1   21917708   22001010    228      41  27148    -0.049264      0.51965         0.43746         0.55391
ENSG00000090686    1   21999791   22114688    217      24  27148       1.0022      0.15813         0.30979        0.093914
ENSG00000187942    1   22133758   22156714     54      20  27148   -0.0030535      0.50122         0.39797          0.5624
ENSG00000142798    1   22143737   22268750    288      28  27148      0.47908      0.31594         0.21983         0.43548
ENSG00000219073    1   22298418   22320847    133      16  27148       2.1408     0.016144       0.0071692        0.057139
ENSG00000142789    1   22323149   22344035     77      11  27148       2.7728     0.002779       0.0023681       0.0089547
ENSG00000070831    1   22374120   22424439    118      18  27148      0.63164      0.26381           0.251         0.27964
ENSG00000162552    1   22438798   22475474     96      17  27148       1.6346     0.051066          0.1002        0.036903
ENSG00000184677    1   22773344   22862650    109      14  27148      -1.9179      0.97244         0.96278         0.91279
ENSG00000070886    1   22885004   22935087    140      25  27148       -1.803       0.9643         0.97918         0.92083
ENSG00000173372    1   22958118   22971175     44       7  27148      -2.6978      0.99651         0.99857         0.98257
ENSG00000159189    1   22964969   22979603     50      11  27148      -3.3834      0.99964         0.99959          0.9976
ENSG00000173369    1   22974682   22993130     54      11  27148      -2.9224      0.99826         0.99391         0.99789
ENSG00000133216    1   23032263   23246823    382      47  27148       1.0432      0.14843        0.085155         0.29758
ENSG00000215906    1   23274536   23304524     74      14  27148      0.42999       0.3336         0.55643         0.19173
ENSG00000004487    1   23340937   23415184     73       9  27148       1.0761      0.14094         0.29966        0.080171
ENSG00000169641    1   23405516   23509301    152      16  27148     -0.17065      0.56775         0.40613         0.72585
ENSG00000179546    1   23513388   23526222     43       5  27148     -0.10635      0.54235         0.50816         0.52493
ENSG00000125944    1   23630953   23676143     29       6  27148      -1.1743      0.87987         0.89255         0.77096
ENSG00000125945    1   23680941   23701357     41       8  27148     0.052646      0.47901         0.52144         0.39326
ENSG00000204219    1   23702555   23756269    113      19  27148       1.3189     0.093609        0.098388          0.1202
ENSG00000088280    1   23750056   23815750    103      13  27148       1.6658     0.047874        0.046428        0.077697
ENSG00000007968    1   23827920   23862712     68      14  27148       2.3994     0.008212        0.004132        0.053061
ENSG00000117318    1   23879421   23891285     23      11  27148       2.6262    0.0043176       0.0012939        0.031058
ENSG00000142676    1   24013269   24027915     20       6  27148    -0.055262      0.52203         0.45194         0.55937
ENSG00000057757    1   24099876   24119722      8       3  27148        3.063    0.0010956       0.0027645      0.00076428
ENSG00000011009    1   24112275   24127029      4       3  27148       1.9044     0.028426        0.013467        0.071686
ENSG00000117308    1   24117089   24132294      6       3  27148       3.1679   0.00076764       0.0019258      0.00053649
ENSG00000117305    1   24123367   24170110     47       4  27148       2.9667    0.0015049        0.009001       0.0011575
ENSG00000179163    1   24166567   24199859     60       5  27148        3.017    0.0012763       0.0038734       0.0014067
ENSG00000188822    1   24192005   24290549    197      11  27148       3.6464   0.00013295      7.9289e-05       0.0010963
ENSG00000189266    1   24281301   24294952      3       2  27148     -0.83804        0.799         0.78027         0.79654
ENSG00000188529    1   24287935   24311953      5       3  27148      -1.5093      0.93438         0.90047         0.94461
ENSG00000142661    1   24377531   24443665    201      25  27148      0.20598       0.4184         0.44262         0.35483
ENSG00000142677    1   24441261   24474783     79      16  27148      -1.4413      0.92526         0.93986         0.84863
ENSG00000185436    1   24475647   24518765    137      19  27148      0.72122      0.23539         0.33393         0.17051
ENSG00000158055    1   24640812   24695972    100      25  27148     0.054997      0.47807         0.28067         0.74046
ENSG00000001460    1   24678489   24746587    159      18  27148     -0.20198      0.58003         0.47546         0.63197
ENSG00000001461    1   24737245   24804473    165      16  27148     -0.29978      0.61783          0.4499         0.77462
ENSG00000117602    1   24823841   24868510     95      12  27148      -1.9008      0.97134         0.93393          0.9651
ENSG00000184454    1   24877567   24940819    217      27  27148     -0.26483      0.60443         0.43269         0.77462
ENSG00000133226    1   24964594   25004772     20       6  27148     -0.32953      0.62912         0.50679         0.69238
ENSG00000169504    1   25066760   25175815     72       8  27148     -0.32243      0.62644         0.46459           0.723
ENSG00000020633    1   25221002   25296648    134      24  27148       3.5549   0.00018906      0.00037496       0.0010135
ENSG00000117614    1   25543767   25564013      2       2  27148     -0.20594      0.58158         0.61787         0.54145
ENSG00000117616    1   25563740   25579010      7       5  27148        2.051     0.020132        0.014204        0.036034
ENSG00000187010    1   25593884   25661936     29       5  27148      -1.2709      0.89812         0.85615          0.8767
ENSG00000183726    1   25659789   25693852     16       4  27148     -0.36851      0.64375         0.55922         0.66904
ENSG00000188672    1   25682853   25752363     56       5  27148      -1.3638      0.91369         0.80527         0.94184
ENSG00000157978    1   25865071   25900377     37       7  27148      0.67253      0.25062         0.11505         0.55465
ENSG00000117643    1   25938959   26116258    215      26  27148      0.14175      0.44364         0.57254          0.2955
ENSG00000117640    1   26141397   26164433     39       6  27148      0.76718      0.22149         0.10301         0.49809
ENSG00000127423    1   26153414   26190939     74       6  27148      0.85424      0.19649        0.096627         0.43229
ENSG00000182749    1   26182975   26207461     16       4  27148      0.80325      0.21092         0.12997         0.35382
ENSG00000117632    1   26205670   26238368     34       4  27148     -0.12448      0.54953         0.35587         0.74655
ENSG00000158006    1   26281258   26331366     92       9  27148       1.3655     0.086048        0.055882         0.18959
ENSG00000158008    1   26343266   26367955     34       8  27148       1.4072      0.07969        0.057666         0.13312
ENSG00000158014    1   26359513   26378439     39       5  27148      0.91189      0.18091         0.12816          0.2615
ENSG00000158022    1   26372792   26399142     57       7  27148     0.050024      0.48005         0.47583         0.46521
ENSG00000175087    1   26432656   26457039     43       4  27148      -2.2473      0.98769         0.94612         0.98198
