# ALPHA = 0.05
# NUMBER_OF_TESTS = 64

# _SET1_  VARIABLE = GO:0010628 (set)
# _SET1_  NGENES = 1132
# _SET1_  P-VALUE = 2.35665e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000171357     1   46664006   46691928     21       8  41505      0.60701       0.2295    6.6613e-16      0.60701
_SET1_   ENSG00000162374     1   50484701   50674444    174      28  41505      -1.3027      0.87212    6.6613e-16      -1.3027
_SET1_   ENSG00000199135     1   65519117   65529191     24       8  41505       2.9723   0.00099373    8.8818e-16       2.9723
_SET1_   ENSG00000184588     1   66253197   66845262   1226      61  41505     -0.37725      0.51105    7.2164e-16     -0.37725
_SET1_   ENSG00000162594     1   67599590   67730662    284      23  41505       2.4434    0.0040954    8.8818e-16       2.4434
_SET1_   ENSG00000081985     1   67768047   67869407    237      26  41505      -1.0598      0.80896    6.6613e-16      -1.0598
_SET1_   ENSG00000162613     1   78404740   78449794     57      12  41505      0.47595      0.28016    7.2164e-16      0.47595
_SET1_   ENSG00000122420     1   78764568   79011386    485      37  41505       1.5084     0.041464    6.6613e-16       1.5084
_SET1_   ENSG00000153898     1   85386266   85467796    240      22  41505      0.54134      0.22943    6.6613e-16      0.54134
_SET1_   ENSG00000142867     1   85726459   85747315     65      14  41505       6.6292   6.2991e-12    8.8818e-16       6.6292
_SET1_   ENSG00000213516     1   89440139   89463643     34      12  41505     -0.93397      0.78383    6.6613e-16     -0.93397
_SET1_   ENSG00000154451     1   89716872   89743543     29       7  41505      -1.1109      0.83109    6.6613e-16      -1.1109
_SET1_   ENSG00000143032     1   91172096   91187859     16       9  41505     -0.85316      0.76672    6.6613e-16     -0.85316
_SET1_   ENSG00000174842     1   92706959   92769544     60       7  41505      0.75525      0.18113    6.6613e-16      0.75525
_SET1_   ENSG00000122406     1   93292570   93312481     26       4  41505       7.3088   4.7147e-14    8.8818e-16       7.3088
_SET1_   ENSG00000117525     1   94989729   95012315     29       9  41505     -0.59636      0.67058    6.6613e-16     -0.59636
_SET1_   ENSG00000184371     1  110447864  110478614     67      18  41505       1.1054      0.10383    6.6613e-16       1.1054
_SET1_   ENSG00000134248     1  110938871  110955564     24       5  41505       3.6145   8.2564e-05    8.8818e-16       3.6145
_SET1_   ENSG00000134216     1  111828473  111868188    240      24  41505      0.32269      0.30289    7.2164e-16      0.32269
_SET1_   ENSG00000134242     1  114351433  114419375     97      13  41505     -0.65279      0.68751    6.6613e-16     -0.65279
_SET1_   ENSG00000009307     1  115254534  115306297     66      12  41505      -1.5487      0.91951    6.6613e-16      -1.5487
_SET1_   ENSG00000134259     1  115823525  115886391    160      33  41505     0.080891      0.40436    7.2164e-16     0.080891
_SET1_   ENSG00000116815     1  117052156  117118661     56      12  41505       9.1149   1.1915e-20             0       9.1149
_SET1_   ENSG00000116824     1  117292052  117316851     35       9  41505       1.7745     0.028116    6.6613e-16       1.7745
_SET1_   ENSG00000134258     1  117681209  117758582    152      24  41505     -0.69699      0.70361    6.6613e-16     -0.69699
_SET1_   ENSG00000183508     1  118143670  118176011     83      10  41505      0.74433      0.18602    6.6613e-16      0.74433
_SET1_   ENSG00000131788     1  145570232  145591545     13       6  41505     -0.28547      0.55599    7.2164e-16     -0.28547
_SET1_   ENSG00000186141     1  145585665  145616059     25       6  41505     -0.63994      0.68888    6.6613e-16     -0.63994
_SET1_   ENSG00000117281     1  145690797  145720613     30       4  41505     -0.19889        0.518    7.2164e-16     -0.19889
_SET1_   ENSG00000143368     1  149890209  149904695     20       2  41505      0.22892      0.37313    7.2164e-16      0.22892
_SET1_   ENSG00000143437     1  150777189  150854184     72      12  41505       2.4257     0.004865    8.8818e-16       2.4257
_SET1_   ENSG00000159409     1  151667534  151694279     39       8  41505     -0.76591      0.73051    6.6613e-16     -0.76591
_SET1_   ENSG00000197747     1  151950391  151971335     37       6  41505        -1.48        0.911    6.6613e-16        -1.48
_SET1_   ENSG00000189171     1  153586263  153608836     41       8  41505      0.54511      0.23936    6.6613e-16      0.54511
_SET1_   ENSG00000160712     1  154372669  154446926    141      17  41505      0.39127      0.28459    7.2164e-16      0.39127
_SET1_   ENSG00000160710     1  154549171  154605489     93      10  41505     -0.30775      0.55503    7.2164e-16     -0.30775
_SET1_   ENSG00000160685     1  154970106  154995999     24       9  41505   -0.0087484      0.44336    7.1644e-16   -0.0087484
_SET1_   ENSG00000116584     1  155911642  155981861     69      10  41505      0.11439      0.39644    7.2164e-16      0.11439
_SET1_   ENSG00000160789     1  156047364  156114872    131      15  41505    -0.041221      0.46453    7.1471e-16    -0.041221
_SET1_   ENSG00000183856     1  156490197  156547396     84      11  41505       1.6265     0.036852    6.6613e-16       1.6265
_SET1_   ENSG00000163563     1  158796141  158824296     51      10  41505      0.35331      0.30832    7.2164e-16      0.35331
_SET1_   ENSG00000163564     1  158895586  158951849    115      22  41505       2.1726    0.0098846    8.8818e-16       2.1726
_SET1_   ENSG00000163565     1  158964758  159029945    194      16  41505       2.7234    0.0019935    8.8818e-16       2.7234
_SET1_   ENSG00000163568     1  159026389  159162633    178      32  41505        1.347     0.066421    6.6613e-16        1.347
_SET1_   ENSG00000132693     1  159677079  159689379     27      10  41505       2.0178     0.015713    8.8818e-16       2.0178
_SET1_   ENSG00000162739     1  160449820  160498052     85      17  41505       1.9959     0.016038    6.6613e-16       1.9959
_SET1_   ENSG00000066294     1  160505885  160554306    114      13  41505       1.7544     0.028194    6.6613e-16       1.7544
_SET1_   ENSG00000117090     1  160572896  160621834    114      24  41505       3.3999    0.0001836    8.8818e-16       3.3999
_SET1_   ENSG00000122224     1  160760864  160803051    100      11  41505       1.5674     0.040797    6.6613e-16       1.5674
_SET1_   ENSG00000122223     1  160794950  160837677    104      10  41505       0.5242      0.24423    6.6613e-16       0.5242
_SET1_   ENSG00000158869     1  161180024  161195489     38      15  41505      -1.6961      0.93963    6.6613e-16      -1.6961
_SET1_   ENSG00000158874     1  161187082  161198421     28      10  41505      -1.2929      0.87503    6.6613e-16      -1.2929
_SET1_   ENSG00000198929     1  162034481  162345265    833      46  41505      0.57106      0.19542    6.6613e-16      0.57106
_SET1_   ENSG00000152332     1  162462041  162504421     85       7  41505       -1.074      0.81624    6.6613e-16       -1.074
_SET1_   ENSG00000143184     1  168540843  168556307     48       9  41505     -0.88687      0.76811    6.6613e-16     -0.88687
_SET1_   ENSG00000117586     1  173147870  173181470     71      13  41505     -0.16949       0.5108    7.2164e-16     -0.16949
_SET1_   ENSG00000117592     1  173441469  173462954     29       8  41505       2.2051    0.0099354    8.8818e-16       2.2051
_SET1_   ENSG00000120341     1  177888091  177958438    223      36  41505     -0.69117      0.69676    6.6613e-16     -0.69117
_SET1_   ENSG00000254154     1  177892923  178012142    348      39  41505      -1.0061      0.79008    6.6613e-16      -1.0061
_SET1_   ENSG00000135829     1  182803482  182862117     68      10  41505     0.052391      0.44706    7.1471e-16     0.052391
_SET1_   ENSG00000135842     1  184754858  184948640    301      22  41505      0.30551      0.30361    7.2164e-16      0.30551
_SET1_   ENSG00000073756     1  186635923  186655054     44       9  41505       0.7214      0.20259    6.6613e-16       0.7214
_SET1_   ENSG00000213047     1  197468878  197749826    259      13  41505      0.20159       0.3467    7.2164e-16      0.20159
_SET1_   ENSG00000081237     1  198602587  198731605    267      21  41505       3.3636   0.00020485    8.8818e-16       3.3636
_SET1_   ENSG00000163362     1  200855176  200889870     82      21  41505       7.1484   1.3366e-13    8.8818e-16       7.1484
_SET1_   ENSG00000081277     1  201247580  201307121    216      21  41505      -1.5798      0.91969    6.6613e-16      -1.5798
_SET1_   ENSG00000117139     1  202688623  202782615    208      19  41505      0.61905      0.21381    6.6613e-16      0.61905
_SET1_   ENSG00000133048     1  203143059  203160832     59      15  41505      -0.2132      0.52602    7.2164e-16      -0.2132
_SET1_   ENSG00000184144     1  205007065  205052417    133      20  41505       1.0869      0.10535    6.6613e-16       1.0869
_SET1_   ENSG00000174502     1  205877176  205917588    148      25  41505      -1.0494      0.81325    6.6613e-16      -1.0494
_SET1_   ENSG00000263528     1  206638819  206675222    113      29  41505      -1.1188      0.83245    6.6613e-16      -1.1188
_SET1_   ENSG00000162889     1  206853250  206912626    112      17  41505      -1.5337      0.91673    6.6613e-16      -1.5337
_SET1_   ENSG00000136634     1  206935947  206952886     40      10  41505      -1.3833      0.89139    6.6613e-16      -1.3833
_SET1_   ENSG00000196352     1  207489864  207565149    102      13  41505        2.105     0.011532    8.8818e-16        2.105
_SET1_   ENSG00000117335     1  207920382  207973858     98      13  41505       1.1235     0.099234    6.6613e-16       1.1235
_SET1_   ENSG00000174059     1  208049317  208089747    112      20  41505      0.62432      0.21617    6.6613e-16      0.62432
_SET1_   ENSG00000082512     1  211494957  211553288     86      15  41505      0.82239      0.16935    6.6613e-16      0.82239
_SET1_   ENSG00000162772     1  212733676  212799119    196      34  41505      -1.6907      0.93685    6.6613e-16      -1.6907
_SET1_   ENSG00000174606     1  213160524  213194209     41       9  41505     -0.14498      0.50272    7.2164e-16     -0.14498
_SET1_   ENSG00000116141     1  220696478  220842803    117      11  41505      0.25481      0.33949    7.2164e-16      0.25481
_SET1_   ENSG00000187554     1  223277746  223321590    127      12  41505      -2.0079      0.96677    8.8818e-16      -2.0079
_SET1_   ENSG00000081692     1  227913126  227928112     24       8  41505     -0.13066      0.49832    7.2164e-16     -0.13066
_SET1_   ENSG00000154342     1  228189699  228253972     84       9  41505      0.42923      0.27886    7.2164e-16      0.42923
_SET1_   ENSG00000198835     1  228332631  228352527     17       5  41505       1.1839     0.096339    6.6613e-16       1.1839
_SET1_   ENSG00000143632     1  229561112  229574851     22       7  41505      -2.0532      0.97189    8.8818e-16      -2.0532
_SET1_   ENSG00000135744     1  230821522  230886322    310      30  41505       0.6235      0.20945    6.6613e-16       0.6235
_SET1_   ENSG00000153187     1  244998940  245032862     29       6  41505     -0.25172      0.54622    7.2164e-16     -0.25172
_SET1_   ENSG00000162711     1  247574458  247617410    162      38  41505        1.483     0.049505    6.6613e-16        1.483
_SET1_   ENSG00000171863     2    3617850    3633510     43      11  41505     -0.75603      0.73406    6.6613e-16     -0.75603
_SET1_   ENSG00000176887     2    5827516    5846517     22      11  41505     -0.97771       0.7999    6.6613e-16     -0.97771
_SET1_   ENSG00000134321     2    7000688    7043370     53      12  41505    -0.029179      0.45737    7.1471e-16    -0.029179
_SET1_   ENSG00000115738     2    8813975    8829591     23       7  41505      -1.3344      0.89168    6.6613e-16      -1.3344
_SET1_   ENSG00000151694     2    9623615    9701861    147      12  41505       1.4144     0.055455    6.6613e-16       1.4144
_SET1_   ENSG00000134318     2   11314885   11493456    372      15  41505      0.78823      0.15972    6.6613e-16      0.78823
_SET1_   ENSG00000151779     2   15302040   15706464    819      24  41505     -0.77694      0.68504    6.6613e-16     -0.77694
_SET1_   ENSG00000079785     2   15726302   15779470    133      10  41505      0.71582      0.18892    6.6613e-16      0.71582
_SET1_   ENSG00000134323     2   16075672   16092129     32       8  41505      0.86308      0.15649    6.6613e-16      0.86308
_SET1_   ENSG00000143867     2   19546246   19563384     35      15  41505      -0.5173      0.65565    6.6613e-16      -0.5173
_SET1_   ENSG00000143869     2   20861904   20884003     68      19  41505      -1.5312       0.9139    6.6613e-16      -1.5312
_SET1_   ENSG00000084674     2   21219301   21271945     81      22  41505      -1.0695      0.82076    6.6613e-16      -1.0695
_SET1_   ENSG00000115138     2   25378722   25396772     31      12  41505       1.9051     0.020779    6.6613e-16       1.9051
_SET1_   ENSG00000138080     2   27296483   27314271     12       4  41505       1.0533      0.11584    6.6613e-16       1.0533
_SET1_   ENSG00000163792     2   27366872   27384842     24       5  41505      0.20674      0.36066    7.2164e-16      0.20674
_SET1_   ENSG00000163794     2   27525268   27536313      9       3  41505       1.3689      0.06784    6.6613e-16       1.3689
_SET1_   ENSG00000091106     2   32444522   32495801     71      10  41505      -2.0207      0.96826    8.8818e-16      -2.0207
_SET1_   ENSG00000119812     2   33752811   33829414    176      29  41505      0.14213      0.37517    7.2164e-16      0.14213
_SET1_   ENSG00000055332     2   37321353   37389665    148      22  41505      0.26976        0.331    7.2164e-16      0.26976
_SET1_   ENSG00000138061     2   38289116   38342044    164      22  41505      0.77351      0.17122    6.6613e-16      0.77351
_SET1_   ENSG00000143889     2   38784111   38835728     66      10  41505     -0.56429      0.66885    6.6613e-16     -0.56429
_SET1_   ENSG00000095002     2   47625206   47895285    641      63  41505      0.50842      0.22539    6.6613e-16      0.50842
_SET1_   ENSG00000115306     2   54678454   54903583    501      26  41505       1.0062      0.10757    6.6613e-16       1.0062
_SET1_   ENSG00000119866     2   60672655   60786602    158      36  41505      -1.0247      0.80352    6.6613e-16      -1.0247
_SET1_   ENSG00000197329     2   64314786   64376554     92      14  41505      -1.1592       0.8416    6.6613e-16      -1.1592
_SET1_   ENSG00000138069     2   65292830   65362465    173      19  41505      0.38929      0.29089    7.2164e-16      0.38929
_SET1_   ENSG00000163217     2   69083041   69103529     29       6  41505        1.619      0.04003    6.6613e-16        1.619
_SET1_   ENSG00000003137     2   72351367   72379991     44      13  41505      0.88679      0.15845    6.6613e-16      0.88679
_SET1_   ENSG00000144035     2   73862850   73874549     34       5  41505     -0.85977      0.76718    6.6613e-16     -0.85977
_SET1_   ENSG00000204872     2   73922703   73933467     25       4  41505      -1.3356      0.88283    6.6613e-16      -1.3356
_SET1_   ENSG00000163017     2   74114441   74151992    141      21  41505      0.58121      0.22535    6.6613e-16      0.58121
_SET1_   ENSG00000172071     2   88851259   88996036    195      16  41505       2.2363    0.0082465    8.8818e-16       2.2363
_SET1_   ENSG00000188886     2   96783557   96809241     22       5  41505       2.4686    0.0045643    8.8818e-16       2.4686
_SET1_   ENSG00000196843     2   97197480   97223371     28      10  41505        2.778    0.0017829    8.8818e-16        2.778
_SET1_   ENSG00000115539     2  101174455  101198201     49       8  41505     -0.34971       0.5745    7.2164e-16     -0.34971
_SET1_   ENSG00000115594     2  102676004  102801334    350      34  41505     0.021978      0.41047    7.1471e-16     0.021978
_SET1_   ENSG00000115598     2  102798466  102861462    253      21  41505      -1.8468      0.95144    6.6613e-16      -1.8468
_SET1_   ENSG00000115602     2  102922962  102973497    194      14  41505      0.65523      0.19867    6.6613e-16      0.65523
_SET1_   ENSG00000115604     2  102922989  103020237    351      17  41505      0.86851      0.13873    6.6613e-16      0.86851
_SET1_   ENSG00000198914     2  105464745  105480032     13       5  41505      0.43162      0.28341    7.2164e-16      0.43162
_SET1_   ENSG00000071051     2  106356369  106515730    396      25  41505       1.9703     0.014233    6.6613e-16       1.9703
_SET1_   ENSG00000169756     2  109145127  109308702    293      15  41505      0.85424      0.14452    6.6613e-16      0.85424
_SET1_   ENSG00000135960     2  109505927  109610828    238      31  41505      0.64901      0.20793    6.6613e-16      0.64901
_SET1_   ENSG00000115008     2  113526502  113547070     55       7  41505     -0.86956      0.76198    6.6613e-16     -0.86956
_SET1_   ENSG00000125538     2  113582328  113599393     26       8  41505      -1.0016      0.80362    6.6613e-16      -1.0016
_SET1_   ENSG00000125571     2  113663742  113681459     91       4  41505       -0.757      0.73553    6.6613e-16       -0.757
_SET1_   ENSG00000136688     2  113725780  113748235     31       7  41505      0.44125      0.27702    7.2164e-16      0.44125
_SET1_   ENSG00000136694     2  113758036  113770621     26       9  41505       1.6816     0.034086    6.6613e-16       1.6816
_SET1_   ENSG00000136696     2  113774666  113815444    118      17  41505       1.5874     0.039507    6.6613e-16       1.5874
_SET1_   ENSG00000136697     2  113820547  113838420     97      14  41505       1.7437     0.028125    6.6613e-16       1.7437
_SET1_   ENSG00000144231     2  128596127  128620729     51       7  41505      0.46407      0.26864    7.2164e-16      0.46407
_SET1_   ENSG00000238057     2  145270545  145284044     10       6  41505     -0.95273      0.80644    6.6613e-16     -0.95273
_SET1_   ENSG00000080345     2  152261397  152369527    138      13  41505      -1.6718      0.93258    6.6613e-16      -1.6718
_SET1_   ENSG00000153246     2  160783517  160924126    357      28  41505      0.24663      0.32386    7.2164e-16      0.24663
_SET1_   ENSG00000115267     2  163118584  163180194     95      10  41505      0.67704      0.24507    6.6613e-16      0.67704
_SET1_   ENSG00000123607     2  166708985  166815361    176      20  41505      0.94055      0.13061    6.6613e-16      0.94055
_SET1_   ENSG00000138382     2  170661591  170686441     66      11  41505      0.21872      0.36162    7.2164e-16      0.21872
_SET1_   ENSG00000115966     2  175931978  176038110    194      13  41505      0.32717      0.31808    7.2164e-16      0.32717
_SET1_   ENSG00000128652     2  176996340  177042830     91      14  41505     -0.33458       0.5679    7.2164e-16     -0.33458
_SET1_   ENSG00000283203     2  177460708  177470780     13       5  41505     -0.29615      0.56654    7.2164e-16     -0.29615
_SET1_   ENSG00000116044     2  178078395  178262484    343      22  41505    -0.084291      0.45425    7.2164e-16    -0.084291
_SET1_   ENSG00000155657     2  179385716  179700529    489      37  41505       1.5089     0.044294    6.6613e-16       1.5089
_SET1_   ENSG00000170396     2  185458256  185809219    559      21  41505     -0.13216       0.4574    7.2164e-16     -0.13216
_SET1_   ENSG00000115415     2  191768186  191890686    207      30  41505         1.47     0.050124    6.6613e-16         1.47
_SET1_   ENSG00000144381     2  198346308  198386461     29       5  41505       0.5254      0.25092    6.6613e-16       0.5254
_SET1_   ENSG00000152430     2  198586603  198656486     56       6  41505      0.92943      0.13794    6.6613e-16      0.92943
_SET1_   ENSG00000064012     2  202093166  202231559    299      26  41505       2.5866    0.0026757    8.8818e-16       2.5866
_SET1_   ENSG00000178562     2  204566198  204608635     85      13  41505        1.804     0.025306    6.6613e-16        1.804
_SET1_   ENSG00000118246     2  207625081  207665913     72      10  41505      -0.7301      0.72347    6.6613e-16      -0.7301
_SET1_   ENSG00000163251     2  208622322  208639630     28       8  41505     -0.34805      0.59033    7.2164e-16     -0.34805
_SET1_   ENSG00000115414     2  216220163  216305796    219      26  41505      0.81828      0.15659    6.6613e-16      0.81828
_SET1_   ENSG00000118245     2  217719181  217729787     29       8  41505     -0.47453      0.63406    7.2164e-16     -0.47453
_SET1_   ENSG00000018280     2  219241752  219266617     29       9  41505     -0.63775      0.69029    6.6613e-16     -0.63775
_SET1_   ENSG00000115596     2  219719528  219743955     17       5  41505      0.72095      0.19917    6.6613e-16      0.72095
_SET1_   ENSG00000135925     2  219740574  219769303     16       4  41505      0.81288      0.17589    6.6613e-16      0.81288
_SET1_   ENSG00000163497     2  219840809  219854906      8       3  41505      0.96349      0.15279    6.6613e-16      0.96349
_SET1_   ENSG00000144468     2  227695297  227868931    262      14  41505      0.29531      0.31083    7.2164e-16      0.29531
_SET1_   ENSG00000153823     2  229710242  230141003   1066      79  41505     -0.33002      0.50571    7.2164e-16     -0.33002
_SET1_   ENSG00000135914     2  231967944  231994756     21       6  41505     -0.44671      0.62155    7.2164e-16     -0.44671
_SET1_   ENSG00000115053     2  232313242  232353352     97      15  41505      -0.4506      0.60992    7.2164e-16      -0.4506
_SET1_   ENSG00000207611     2  241390418  241400506     23       8  41505     -0.65285      0.69446    6.6613e-16     -0.65285
_SET1_   ENSG00000115687     2  242040514  242094679    192      22  41505      -1.1707      0.84159    6.6613e-16      -1.1707
_SET1_   ENSG00000171148     3    9816651    9839695     46       9  41505       0.6253      0.22151    6.6613e-16       0.6253
_SET1_   ENSG00000156990     3    9874533    9891286     34      11  41505       2.1098     0.012536    8.8818e-16       2.1098
_SET1_   ENSG00000132170     3   12323867   12480855    286      26  41505      0.14963      0.36448    7.2164e-16      0.14963
_SET1_   ENSG00000154764     3   13852755   13926568    202      35  41505       1.9521     0.016456    6.6613e-16       1.9521
_SET1_   ENSG00000131378     3   16350081   16560533    534      54  41505       2.7683      0.00134    8.8818e-16       2.7683
_SET1_   ENSG00000092345     3   16623299   16716813    307      43  41505       2.2095    0.0081142    8.8818e-16       2.2095
_SET1_   ENSG00000114166     3   20076938   20200896    416      29  41505      0.21961      0.32995    7.2164e-16      0.21961
_SET1_   ENSG00000144642     3   28611282   30056882   3956     203  41505       1.3164     0.046726    6.6613e-16       1.3164
_SET1_   ENSG00000076242     3   37029841   37097337     76      10  41505      0.73509      0.18279    6.6613e-16      0.73509
_SET1_   ENSG00000172936     3   38174969   38189515     14       5  41505       1.3499     0.075595    6.6613e-16       1.3499
_SET1_   ENSG00000168036     3   41231232   41306587     89      11  41505       -1.224      0.85497    6.6613e-16       -1.224
_SET1_   ENSG00000163815     3   45038040   45082563     95      10  41505     -0.56259      0.65276    6.6613e-16     -0.56259
_SET1_   ENSG00000121807     3   46390355   46407431     43       8  41505      0.52089      0.25652    6.6613e-16      0.52089
_SET1_   ENSG00000181555     3   47052918   47210603    120      10  41505       3.6771    5.878e-05    8.8818e-16       3.6771
_SET1_   ENSG00000067560     3   49391572   49455431     81       7  41505      0.42679      0.27739    7.2164e-16      0.42679
_SET1_   ENSG00000068001     3   50350221   50365213      5       3  41505       1.0395      0.12442    6.6613e-16       1.0395
_SET1_   ENSG00000114383     3   50352458   50370682      7       5  41505      0.86569      0.16389    6.6613e-16      0.86569
_SET1_   ENSG00000239732     3   52250096   52264661      9       6  41505       1.2067     0.089673    6.6613e-16       1.2067
_SET1_   ENSG00000113811     3   53913444   53930912     42       8  41505      0.34922      0.31109    7.2164e-16      0.34922
_SET1_   ENSG00000114251     3   55494743   55529567     55      12  41505      0.91101       0.1427    6.6613e-16      0.91101
_SET1_   ENSG00000157500     3   57256754   57317133     50       7  41505      0.87793      0.15026    6.6613e-16      0.87793
_SET1_   ENSG00000144747     3   69063978   69106490     68      12  41505      0.12564      0.38654    7.2164e-16      0.12564
_SET1_   ENSG00000187098     3   69783607   70022487    412      19  41505     -0.22472      0.50003    7.2164e-16     -0.22472
_SET1_   ENSG00000114861     3   70998844   71638129   1009      83  41505       4.7368   2.2428e-07    8.8818e-16       4.7368
_SET1_   ENSG00000169855     3   78641389   79822148   1835      61  41505    -0.031614      0.37124    7.1471e-16    -0.031614
_SET1_   ENSG00000154174     3  100077275  100124933     75      13  41505     -0.25364      0.54326    7.2164e-16     -0.25364
_SET1_   ENSG00000174173     3  101275712  101290290     22       6  41505       1.3306     0.071728    6.6613e-16       1.3306
_SET1_   ENSG00000114455     3  108010376  108102132    265      19  41505       1.3685     0.060392    6.6613e-16       1.3685
_SET1_   ENSG00000091972     3  112046194  112086659    113      14  41505       2.5151    0.0036869    8.8818e-16       2.5151
_SET1_   ENSG00000181847     3  113990760  114034135     67      16  41505      0.87068      0.15073    6.6613e-16      0.87068
_SET1_   ENSG00000181722     3  114028347  114871139    946      81  41505     -0.80406      0.69933    6.6613e-16     -0.80406
_SET1_   ENSG00000121594     3  119238140  119283461    140      26  41505        5.147   5.6179e-08    8.8818e-16        5.147
_SET1_   ENSG00000144852     3  119494331  119542334    128      26  41505      0.55114       0.2397    6.6613e-16      0.55114
_SET1_   ENSG00000082701     3  119535168  119818841    283      17  41505      0.22833      0.33826    7.2164e-16      0.22833
