# TOTAL_GENES = 59313
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_POSITIVE_REGULATION_OF_...8        SET      62      0.19688    0.0063622      0.11108     0.038158 GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION
GOBP_POSITIVE_REGULATION_OF_...9        SET     138      0.15049    0.0072507     0.077007     0.025336 GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_POSITIVE_REGULATION_OF_...10       SET      37      0.17293    0.0043177      0.15816      0.13712 GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION
GOBP_POSITIVE_REGULATION_OF_...11       SET      71   -0.0035883  -0.00012408      0.10754      0.51331 GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS
GOBP_PRODUCTION_OF_MOLECULAR...         SET     285      0.14106    0.0097543     0.053466    0.0041684 GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GOBP_REGULATION_OF_ADAPTIVE_...         SET     187      0.16855    0.0094489     0.064947    0.0047291 GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GOBP_REGULATION_OF_CELL_KILL...         SET     103      0.15949    0.0066406     0.087901     0.034809 GOBP_REGULATION_OF_CELL_KILLING
GOBP_REGULATION_OF_HEMOPOIES...         SET     372       0.1699     0.013413      0.04629   0.00012128 GOBP_REGULATION_OF_HEMOPOIESIS
GOBP_REGULATION_OF_IMMUNE_EF...         SET     350      0.17188     0.013165      0.04711     0.000132 GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GOBP_REGULATION_OF_INNATE_IM...         SET     229     0.030066    0.0018646     0.059789      0.30753 GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE
GOBP_REGULATION_OF_LEUKOCYTE...         SET     234      0.15678    0.0098283     0.057875    0.0033754 GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GOBP_REGULATION_OF_LYMPHOCYT...         SET     502      0.19116     0.017512     0.040301   1.0541e-06 GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION
GOBP_REGULATION_OF_RESPONSE_...         SET     347       0.0396    0.0030201     0.047986      0.20462 GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS
GOBP_RESPONSE_TO_VIRUS                  SET     388     0.065971    0.0053183     0.044774     0.070321 GOBP_RESPONSE_TO_VIRUS
GOCC_BLOOD_MICROPARTICLE                SET     130    -0.092368   -0.0043196     0.078764      0.87954 GOCC_BLOOD_MICROPARTICLE
GOCC_CYTOSOLIC_LARGE_RIBOSOM...         SET      58     -0.12646   -0.0039526      0.13177       0.8314 GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT
GOCC_CYTOSOLIC_RIBOSOME                 SET     100    -0.046017   -0.0018879     0.099345      0.67839 GOCC_CYTOSOLIC_RIBOSOME
GOCC_CYTOSOLIC_SMALL_RIBOSOM...         SET      41     0.044087    0.0011587      0.15369      0.38711 GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_EXTERNAL_SIDE_OF_PLASMA...         SET     424      0.10183    0.0085791     0.044457     0.010996 GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE
GOCC_KERATIN_FILAMENT                   SET      98    0.0011377   4.6206e-05      0.12927      0.49649 GOCC_KERATIN_FILAMENT
GOCC_LARGE_RIBOSOMAL_SUBUNIT            SET     112    -0.098774   -0.0042882     0.090076      0.86358 GOCC_LARGE_RIBOSOMAL_SUBUNIT
GOCC_POLYSOMAL_RIBOSOME                 SET      31     -0.28273   -0.0064621       0.1731       0.9488 GOCC_POLYSOMAL_RIBOSOME
GOCC_POLYSOME                           SET      64     -0.17974   -0.0059012      0.11842      0.93547 GOCC_POLYSOME
GOCC_RIBOSOMAL_SUBUNIT                  SET     176    -0.045791   -0.0024907      0.07322      0.73414 GOCC_RIBOSOMAL_SUBUNIT
GOCC_RIBOSOME                           SET     212    -0.054423   -0.0032479     0.065249      0.79788 GOCC_RIBOSOME
GOCC_SMALL_RIBOSOMAL_SUBUNIT            SET      67     0.048713    0.0016363       0.1232      0.34628 GOCC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_VACUOLAR_LUMEN                     SET     171    -0.050911   -0.0027297     0.065819      0.78038 GOCC_VACUOLAR_LUMEN
GOCC_VESICLE_LUMEN                      SET     323     0.040321    0.0029674     0.047921      0.20006 GOCC_VESICLE_LUMEN
GOMF_CCR_CHEMOKINE_RECEPTOR_...         SET      36    -0.078683   -0.0019379      0.18184      0.66739 GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING
GOMF_CHEMOKINE_ACTIVITY                 SET      46     -0.26634   -0.0074144      0.17773      0.93301 GOMF_CHEMOKINE_ACTIVITY
GOMF_CHEMOKINE_RECEPTOR_BIND...         SET      60     -0.10428    -0.003315      0.13995       0.7719 GOMF_CHEMOKINE_RECEPTOR_BINDING
GOMF_STRUCTURAL_CONSTITUENT_...         SET     164    -0.070507   -0.0037024     0.078803      0.81453 GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME
HALLMARK_ALLOGRAFT_REJECTION            SET     200      0.25067     0.014532     0.060695   1.8171e-05 HALLMARK_ALLOGRAFT_REJECTION
HALLMARK_COAGULATION                    SET     134    -0.090461   -0.0042949     0.075609      0.88423 HALLMARK_COAGULATION
HALLMARK_IL6_JAK_STAT3_SIGNA...         SET      83      0.29901     0.011178      0.09049   0.00047644 HALLMARK_IL6_JAK_STAT3_SIGNALING
HALLMARK_INTERFERON_ALPHA_RE...         SET      97    -0.050093   -0.0020241     0.090974      0.70905 HALLMARK_INTERFERON_ALPHA_RESPONSE
HALLMARK_INTERFERON_GAMMA_RE...         SET     196      0.14706    0.0084397     0.061321    0.0082408 HALLMARK_INTERFERON_GAMMA_RESPONSE
HP_ABNORMALITY_OF_COMPLEMENT...         SET      32     0.063533    0.0014753      0.16209      0.34754 HP_ABNORMALITY_OF_COMPLEMENT_SYSTEM
HP_ABNORMALITY_OF_HUMORAL_IM...         SET     273      0.22769     0.015412     0.051992   5.9641e-06 HP_ABNORMALITY_OF_HUMORAL_IMMUNITY
HP_ABNORMALITY_OF_PULMONARY_...         SET     159     0.024441    0.0012638     0.068034       0.3597 HP_ABNORMALITY_OF_PULMONARY_CIRCULATION
HP_ABNORMALITY_OF_THE_LYMPH_...         SET     211      0.29071     0.017308     0.060887   9.0373e-07 HP_ABNORMALITY_OF_THE_LYMPH_NODES
HP_ABNORMALITY_OF_THE_THENAR...         SET      31     0.066498    0.0015199       0.1623        0.341 HP_ABNORMALITY_OF_THE_THENAR_EMINENCE
HP_ABNORMAL_ARTERIAL_PHYSIOL...         SET     151    0.0098546    0.0004966     0.071748      0.44538 HP_ABNORMAL_ARTERIAL_PHYSIOLOGY
HP_ABNORMAL_ENDOCARDIUM_MORP...         SET      71     0.069946    0.0024186      0.11248      0.26702 HP_ABNORMAL_ENDOCARDIUM_MORPHOLOGY
HP_ABNORMAL_ERYTHROCYTE_ENZY...         SET      33      0.32546    0.0076748      0.15434     0.017485 HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL
HP_ABNORMAL_HEMOGLOBIN                  SET      57     0.059473    0.0018428      0.11789      0.30696 HP_ABNORMAL_HEMOGLOBIN
HP_ABNORMAL_LACRIMAL_DUCT_MO...         SET      35     -0.24677   -0.0059928      0.15681      0.94222 HP_ABNORMAL_LACRIMAL_DUCT_MORPHOLOGY
HP_ABNORMAL_ORAL_MUCOSA_MORP...         SET     310     0.013764   0.00099245     0.050772      0.39316 HP_ABNORMAL_ORAL_MUCOSA_MORPHOLOGY
HP_ABNORMAL_PERICARDIUM_MORP...         SET      69      -0.1509   -0.0051439      0.10509      0.92447 HP_ABNORMAL_PERICARDIUM_MORPHOLOGY
HP_ABNORMAL_SPUTUM                      SET     112     0.058242    0.0025285     0.081874      0.23843 HP_ABNORMAL_SPUTUM
HP_ABNORMAL_VASCULAR_PHYSIOL...         SET     267     0.020921    0.0014005     0.053201      0.34707 HP_ABNORMAL_VASCULAR_PHYSIOLOGY
HP_ABSENCE_OF_SECONDARY_SEX_...         SET      42    -0.023991  -0.00063819      0.12299      0.57733 HP_ABSENCE_OF_SECONDARY_SEX_CHARACTERISTICS
HP_ADENOCARCINOMA_OF_THE_COL...         SET      31    -0.022733  -0.00051958      0.16208      0.55577 HP_ADENOCARCINOMA_OF_THE_COLON
HP_ANOREXIA                             SET      96      0.13657    0.0054901     0.089964     0.064497 HP_ANOREXIA
HP_APHTHOUS_ULCER                       SET      38      0.18998    0.0048072      0.14743     0.098765 HP_APHTHOUS_ULCER
HP_ARTERIAL_THROMBOSIS                  SET      31      0.15377    0.0035145      0.15059       0.1536 HP_ARTERIAL_THROMBOSIS
HP_AUTOIMMUNITY                         SET     183      0.15708    0.0087115     0.065115    0.0079282 HP_AUTOIMMUNITY
HP_CHEILITIS                            SET      22    -0.029532  -0.00056866      0.19387      0.56054 HP_CHEILITIS
HP_CHRONIC_MUCOCUTANEOUS_CAN...         SET      32      0.51652     0.011994      0.14437   0.00017348 HP_CHRONIC_MUCOCUTANEOUS_CANDIDIASIS
HP_ENDOCARDITIS                         SET      20     -0.13035   -0.0023933      0.19217      0.75122 HP_ENDOCARDITIS
HP_ERYTHROID_HYPOPLASIA                 SET      26      0.17108    0.0035812      0.16712      0.15299 HP_ERYTHROID_HYPOPLASIA
HP_FEMALE_SEXUAL_DYSFUNCTION            SET      57     -0.16233   -0.0050298      0.11338      0.92389 HP_FEMALE_SEXUAL_DYSFUNCTION
HP_GASTROINTESTINAL_INFARCTI...         SET      13     0.024333   0.00036021      0.22796       0.4575 HP_GASTROINTESTINAL_INFARCTIONS
HP_HEMOPTYSIS                           SET      65    0.0032658   0.00010805       0.1072      0.48785 HP_HEMOPTYSIS
HP_HEPATITIS                            SET      83      0.20272    0.0075779     0.093996     0.015519 HP_HEPATITIS
HP_IMMUNE_DYSREGULATION                 SET      10      0.20433    0.0026529      0.30307       0.2501 HP_IMMUNE_DYSREGULATION
HP_INCREASED_MEAN_CORPUSCULA...         SET      40     0.082786    0.0021492      0.13625      0.27173 HP_INCREASED_MEAN_CORPUSCULAR_VOLUME
HP_INFECTIOUS_ENCEPHALITIS              SET      44      0.18549    0.0050501      0.12571     0.070042 HP_INFECTIOUS_ENCEPHALITIS
HP_MALIGNANT_GENITOURINARY_T...         SET      27       0.1543    0.0032913       0.1714      0.18401 HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR
HP_MENINGITIS                           SET      73      0.27342    0.0095862      0.10476    0.0045281 HP_MENINGITIS
HP_MYOSITIS                             SET      33    -0.094128   -0.0022197      0.15529      0.72779 HP_MYOSITIS
HP_NEUROINFLAMMATION                    SET      18     0.057624    0.0010037      0.22085      0.39708 HP_NEUROINFLAMMATION
HP_NORMOCHROMIC_ANEMIA                  SET      35      0.20345    0.0049407       0.1519     0.090229 HP_NORMOCHROMIC_ANEMIA
HP_OLIGOARTHRITIS                       SET      11      0.60556     0.008246      0.26004    0.0099376 HP_OLIGOARTHRITIS
HP_OPPORTUNISTIC_INFECTION              SET      18      0.18279    0.0031839      0.21201       0.1943 HP_OPPORTUNISTIC_INFECTION
HP_ORAL_ULCER                           SET      40       0.2058    0.0053425       0.1335     0.061594 HP_ORAL_ULCER
HP_ORCHITIS                             SET      15      0.13424    0.0021346      0.22186      0.27256 HP_ORCHITIS
HP_OSTEOSARCOMA                         SET      34      0.16421    0.0039304      0.15288      0.14139 HP_OSTEOSARCOMA
HP_PAPULE                               SET      88     0.057491    0.0022128     0.096931      0.27655 HP_PAPULE
HP_PARTIAL_DUPLICATION_OF_TH...         SET      40    -0.059763   -0.0015515      0.14553      0.65934 HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND
HP_PERICARDITIS                         SET      35    -0.089342   -0.0021696      0.15178      0.72194 HP_PERICARDITIS
HP_PERSISTENCE_OF_HEMOGLOBIN...         SET      31      0.09426    0.0021544      0.15716      0.27433 HP_PERSISTENCE_OF_HEMOGLOBIN_F
HP_PLEURAL_EFFUSION                     SET      70    -0.065227   -0.0022395      0.10163      0.73951 HP_PLEURAL_EFFUSION
HP_PLEURITIS                            SET      25      0.11833    0.0024289      0.17622      0.25095 HP_PLEURITIS
HP_PULMONARY_INFILTRATES                SET      50      0.29121    0.0084515      0.12392    0.0093886 HP_PULMONARY_INFILTRATES
HP_PURE_RED_CELL_APLASIA                SET      26     0.085397    0.0017876      0.17313      0.31092 HP_PURE_RED_CELL_APLASIA
HP_RETICULOCYTOPENIA                    SET      35      0.10047    0.0024399      0.14392      0.24255 HP_RETICULOCYTOPENIA
HP_SKIN_RASH                            SET     122        0.112    0.0050745     0.079253     0.078794 HP_SKIN_RASH
HP_SYSTEMIC_LUPUS_ERYTHEMATO...         SET      34     -0.38637    -0.009248      0.15401      0.99394 HP_SYSTEMIC_LUPUS_ERYTHEMATOSUS
HP_THROMBOCYTOSIS                       SET      55      0.31441    0.0095697      0.11955    0.0042717 HP_THROMBOCYTOSIS
HP_TISSUE_ISCHEMIA                      SET     122     0.081663    0.0036999     0.081018      0.15674 HP_TISSUE_ISCHEMIA
HP_TREMOR_BY_ANATOMICAL_SITE            SET      72    -0.069969   -0.0024363     0.099172      0.75976 HP_TREMOR_BY_ANATOMICAL_SITE
HP_UNUSUAL_FUNGAL_INFECTION             SET      64      0.41979     0.013782      0.10598   3.7366e-05 HP_UNUSUAL_FUNGAL_INFECTION
HP_UNUSUAL_INFECTION_BY_ANAT...         SET     101      0.14933    0.0061568     0.085577     0.040502 HP_UNUSUAL_INFECTION_BY_ANATOMICAL_SITE
HP_VASCULITIS                           SET      66       0.1875     0.006251      0.10509     0.037198 HP_VASCULITIS
KEGG_ANTIGEN_PROCESSING_AND_...         SET      81      0.33796     0.012481      0.11098    0.0011629 KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
KEGG_COMPLEMENT_AND_COAGULAT...         SET      68     -0.21516   -0.0072812      0.10735      0.97748 KEGG_COMPLEMENT_AND_COAGULATION_CASCADES
KEGG_RIBOSOME                           SET      87    -0.012236  -0.00046829      0.11051      0.54408 KEGG_RIBOSOME
KEGG_SYSTEMIC_LUPUS_ERYTHEMA...         SET     131     0.095212    0.0044697     0.090747      0.14705 KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS
KEGG_TOLL_LIKE_RECEPTOR_SIGN...         SET     101      0.24882     0.010259     0.085313    0.0017709 KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
REACTOME_ACTIVATION_OF_THE_M...         SET      57      -0.2019   -0.0062561        0.128      0.94265 REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S
REACTOME_ANTIMICROBIAL_PEPTI...         SET      81     0.025103   0.00092705      0.10311      0.40382 REACTOME_ANTIMICROBIAL_PEPTIDES
REACTOME_CELLULAR_RESPONSE_T...         SET     153      0.04264    0.0021629     0.077196      0.29035 REACTOME_CELLULAR_RESPONSE_TO_STARVATION
REACTOME_CHEMOKINE_RECEPTORS...         SET      56    -0.025087  -0.00077048      0.13567      0.57335 REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
REACTOME_COMPLEMENT_CASCADE             SET      93     -0.15683   -0.0062054     0.095318      0.95005 REACTOME_COMPLEMENT_CASCADE
REACTOME_CREATION_OF_C4_AND_...         SET      50       -0.353    -0.010245      0.13361      0.99588 REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS
REACTOME_DAP12_INTERACTIONS             SET      39      0.39045     0.010009       0.1375    0.0022586 REACTOME_DAP12_INTERACTIONS
REACTOME_ENDOSOMAL_VACUOLAR_...         SET      11     -0.73234   -0.0099724      0.26931      0.99673 REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
REACTOME_EUKARYOTIC_TRANSLAT...1        SET      92    -0.052765   -0.0020765      0.10784      0.68767 REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION
REACTOME_EUKARYOTIC_TRANSLAT...2        SET     117     -0.15059   -0.0066819     0.093774      0.94585 REACTOME_EUKARYOTIC_TRANSLATION_INITIATION
REACTOME_FORMATION_OF_THE_CO...         SET     127    -0.040773   -0.0018847      0.10062      0.65735 REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE
REACTOME_IMMUNOREGULATORY_IN...         SET     162    0.0033004   0.00017225     0.070854      0.48142 REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL
REACTOME_INFLUENZA_INFECTION            SET     154    -0.050251   -0.0025572     0.076077      0.74554 REACTOME_INFLUENZA_INFECTION
REACTOME_INITIAL_TRIGGERING_...         SET      58     -0.33885    -0.010591      0.12091      0.99746 REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT
REACTOME_INTERFERON_ALPHA_BE...         SET      71      0.09719    0.0033606      0.11136      0.19139 REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
REACTOME_INTERFERON_GAMMA_SI...         SET      89      0.21051    0.0081485     0.095054     0.013394 REACTOME_INTERFERON_GAMMA_SIGNALING
REACTOME_KERATINIZATION                 SET     214    -0.028105   -0.0016851     0.085731      0.62848 REACTOME_KERATINIZATION
REACTOME_METABOLISM_OF_AMINO...         SET     371     0.049435    0.0038975     0.047232      0.14764 REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES
REACTOME_NEUTROPHIL_DEGRANUL...         SET     472     0.025064    0.0022269      0.04023      0.26664 REACTOME_NEUTROPHIL_DEGRANULATION
REACTOME_NONSENSE_MEDIATED_D...         SET     114     0.058174     0.002548     0.093345      0.26657 REACTOME_NONSENSE_MEDIATED_DECAY_NMD
REACTOME_PEPTIDE_LIGAND_BIND...         SET     195   -0.0029258  -0.00016749     0.065696      0.51776 REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS
REACTOME_REGULATION_OF_EXPRE...         SET     170     0.024661    0.0013184     0.074825      0.37086 REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
REACTOME_RESPONSE_OF_EIF2AK4...         SET     100    -0.070606   -0.0028967      0.10104      0.75766 REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY
REACTOME_RRNA_PROCESSING                SET     201     -0.15443   -0.0089747     0.066056       0.9903 REACTOME_RRNA_PROCESSING
REACTOME_SELENOAMINO_ACID_ME...         SET     116    -0.022665   -0.0010014     0.091843      0.59746 REACTOME_SELENOAMINO_ACID_METABOLISM
REACTOME_SIGNALING_BY_ROBO_R...         SET     215     0.018321     0.001101     0.065623      0.39005 REACTOME_SIGNALING_BY_ROBO_RECEPTORS
REACTOME_SRP_DEPENDENT_COTRA...         SET     111    -0.030771   -0.0013299     0.090342       0.6333 REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE
REACTOME_TRANSLATION                    SET     289    -0.068607   -0.0047773     0.056787       0.8865 REACTOME_TRANSLATION
REACTOME_TRIGLYCERIDE_CATABO...         SET      24      0.14808    0.0029781      0.17071      0.19285 REACTOME_TRIGLYCERIDE_CATABOLISM
