# TOTAL_GENES = 55849
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOCC_CYTOSOLIC_SMALL_RIBOSOM...         SET      40     -0.11592   -0.0031011      0.14857      0.78237 GOCC_CYTOSOLIC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_EXTERNAL_SIDE_OF_PLASMA...         SET     382     0.029932     0.002467     0.044865      0.25234 GOCC_EXTERNAL_SIDE_OF_PLASMA_MEMBRANE
GOCC_KERATIN_FILAMENT                   SET      98     -0.17153   -0.0071792      0.11541       0.9314 GOCC_KERATIN_FILAMENT
GOCC_LARGE_RIBOSOMAL_SUBUNIT            SET     109   -0.0024792  -0.00010942     0.080215      0.51233 GOCC_LARGE_RIBOSOMAL_SUBUNIT
GOCC_POLYSOMAL_RIBOSOME                 SET      28    -0.023723  -0.00053106      0.15645      0.56026 GOCC_POLYSOMAL_RIBOSOME
GOCC_POLYSOME                           SET      58     0.094549    0.0030454      0.10599      0.18619 GOCC_POLYSOME
GOCC_RIBOSOMAL_SUBUNIT                  SET     172   0.00064001   3.5463e-05     0.065697      0.49611 GOCC_RIBOSOMAL_SUBUNIT
GOCC_RIBOSOME                           SET     207     0.053719    0.0032644     0.059602      0.18372 GOCC_RIBOSOME
GOCC_SMALL_RIBOSOMAL_SUBUNIT            SET      66    0.0043618   0.00014986       0.1118      0.48444 GOCC_SMALL_RIBOSOMAL_SUBUNIT
GOCC_VACUOLAR_LUMEN                     SET     164    -0.031552   -0.0017073     0.065429      0.68518 GOCC_VACUOLAR_LUMEN
GOCC_VESICLE_LUMEN                      SET     308    -0.040029   -0.0029644      0.04741      0.80075 GOCC_VESICLE_LUMEN
GOMF_CCR_CHEMOKINE_RECEPTOR_...         SET      36    -0.080933   -0.0020542      0.16328      0.68994 GOMF_CCR_CHEMOKINE_RECEPTOR_BINDING
GOMF_CHEMOKINE_ACTIVITY                 SET      46    -0.068141   -0.0019548      0.16153      0.66343 GOMF_CHEMOKINE_ACTIVITY
GOMF_CHEMOKINE_RECEPTOR_BIND...         SET      60    -0.070564   -0.0023116      0.13036      0.70585 GOMF_CHEMOKINE_RECEPTOR_BINDING
GOMF_STRUCTURAL_CONSTITUENT_...         SET     160    -0.028168   -0.0015055     0.068286      0.66001 GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME
HALLMARK_ALLOGRAFT_REJECTION            SET     190    -0.021386   -0.0012453     0.060063       0.6391 HALLMARK_ALLOGRAFT_REJECTION
HALLMARK_COAGULATION                    SET     129    0.0083585   0.00040125     0.075449      0.45589 HALLMARK_COAGULATION
HALLMARK_IL6_JAK_STAT3_SIGNA...         SET      81    -0.090753   -0.0034537     0.092559      0.83657 HALLMARK_IL6_JAK_STAT3_SIGNALING
HALLMARK_INTERFERON_ALPHA_RE...         SET      97     0.020168   0.00083977     0.087232      0.40858 HALLMARK_INTERFERON_ALPHA_RESPONSE
HALLMARK_INTERFERON_GAMMA_RE...         SET     196    0.0047401   0.00028031     0.061051      0.46906 HALLMARK_INTERFERON_GAMMA_RESPONSE
HP_ABNORMALITY_OF_COMPLEMENT...         SET      30     -0.10678   -0.0024742      0.16959      0.73553 HP_ABNORMALITY_OF_COMPLEMENT_SYSTEM
HP_ABNORMALITY_OF_HUMORAL_IM...         SET     250     0.047366     0.003162     0.051853       0.1805 HP_ABNORMALITY_OF_HUMORAL_IMMUNITY
HP_ABNORMALITY_OF_PULMONARY_...         SET     151    -0.070684   -0.0036704     0.066071      0.85764 HP_ABNORMALITY_OF_PULMONARY_CIRCULATION
HP_ABNORMALITY_OF_THE_LYMPH_...         SET     198     -0.02006   -0.0011923      0.05847      0.63423 HP_ABNORMALITY_OF_THE_LYMPH_NODES
HP_ABNORMALITY_OF_THE_THENAR...         SET      29     -0.10292   -0.0023447      0.14831      0.75614 HP_ABNORMALITY_OF_THE_THENAR_EMINENCE
HP_ABNORMAL_ARTERIAL_PHYSIOL...         SET     147    -0.017957  -0.00092005     0.069941      0.60131 HP_ABNORMAL_ARTERIAL_PHYSIOLOGY
HP_ABNORMAL_ENDOCARDIUM_MORP...         SET      69    -0.035956    -0.001263      0.10625      0.63247 HP_ABNORMAL_ENDOCARDIUM_MORPHOLOGY
HP_ABNORMAL_ERYTHROCYTE_ENZY...         SET      28     -0.11539   -0.0025831       0.1498      0.77943 HP_ABNORMAL_ERYTHROCYTE_ENZYME_LEVEL
HP_ABNORMAL_HEMOGLOBIN                  SET      54    -0.023551  -0.00073197      0.11092      0.58407 HP_ABNORMAL_HEMOGLOBIN
HP_ABNORMAL_LACRIMAL_DUCT_MO...         SET      33    -0.027015   -0.0006565      0.14783       0.5725 HP_ABNORMAL_LACRIMAL_DUCT_MORPHOLOGY
HP_ABNORMAL_ORAL_MUCOSA_MORP...         SET     296    -0.021172   -0.0015372      0.04859      0.66848 HP_ABNORMAL_ORAL_MUCOSA_MORPHOLOGY
HP_ABNORMAL_PERICARDIUM_MORP...         SET      67     0.025083   0.00086826      0.10269      0.40351 HP_ABNORMAL_PERICARDIUM_MORPHOLOGY
HP_ABNORMAL_SPUTUM                      SET     108     0.063533    0.0027912      0.08027      0.21433 HP_ABNORMAL_SPUTUM
HP_ABNORMAL_VASCULAR_PHYSIOL...         SET     257    -0.014881   -0.0010071      0.05217      0.61227 HP_ABNORMAL_VASCULAR_PHYSIOLOGY
HP_ABSENCE_OF_SECONDARY_SEX_...         SET      39      0.16916    0.0044685      0.12385     0.086009 HP_ABSENCE_OF_SECONDARY_SEX_CHARACTERISTICS
HP_ADENOCARCINOMA_OF_THE_COL...         SET      29    -0.010599  -0.00024147      0.14471      0.52919 HP_ADENOCARCINOMA_OF_THE_COLON
HP_ANOREXIA                             SET      90    -0.093659   -0.0037568     0.088526      0.85496 HP_ANOREXIA
HP_APHTHOUS_ULCER                       SET      37      0.16848    0.0043351      0.12545     0.089646 HP_APHTHOUS_ULCER
HP_ARTERIAL_THROMBOSIS                  SET      30     0.055229    0.0012797       0.1537      0.35967 HP_ARTERIAL_THROMBOSIS
HP_AUTOIMMUNITY                         SET     170    -0.047619   -0.0026233     0.064674      0.76922 HP_AUTOIMMUNITY
HP_CHEILITIS                            SET      20    -0.042649  -0.00080694      0.18059      0.59335 HP_CHEILITIS
HP_CHRONIC_MUCOCUTANEOUS_CAN...         SET      31      0.14953     0.003522       0.1376      0.13858 HP_CHRONIC_MUCOCUTANEOUS_CANDIDIASIS
HP_ENDOCARDITIS                         SET      20      0.12011    0.0022726      0.18932       0.2629 HP_ENDOCARDITIS
HP_ERYTHROID_HYPOPLASIA                 SET      24    -0.060434   -0.0012525      0.15647      0.65034 HP_ERYTHROID_HYPOPLASIA
HP_FEMALE_SEXUAL_DYSFUNCTION            SET      54    -0.036963   -0.0011488      0.11096      0.63048 HP_FEMALE_SEXUAL_DYSFUNCTION
HP_GASTROINTESTINAL_INFARCTI...         SET      12     0.065883   0.00096564      0.22225      0.38345 HP_GASTROINTESTINAL_INFARCTIONS
HP_HEMOPTYSIS                           SET      64     0.049446    0.0016729      0.10175       0.3135 HP_HEMOPTYSIS
HP_HEPATITIS                            SET      77     0.039271    0.0014572     0.096182      0.34153 HP_HEPATITIS
HP_IMMUNE_DYSREGULATION                 SET       9     -0.26531   -0.0033677      0.29309      0.81732 HP_IMMUNE_DYSREGULATION
HP_INCREASED_MEAN_CORPUSCULA...         SET      38      0.10678    0.0027844      0.12682      0.19989 HP_INCREASED_MEAN_CORPUSCULAR_VOLUME
HP_INFECTIOUS_ENCEPHALITIS              SET      38      0.16141     0.004209       0.1309      0.10877 HP_INFECTIOUS_ENCEPHALITIS
HP_MALIGNANT_GENITOURINARY_T...         SET      25      -0.1491   -0.0031538      0.15694      0.82895 HP_MALIGNANT_GENITOURINARY_TRACT_TUMOR
HP_MENINGITIS                           SET      65      0.23619    0.0080531      0.10287      0.01084 HP_MENINGITIS
HP_MYOSITIS                             SET      31      0.15215    0.0035837      0.14869      0.15308 HP_MYOSITIS
HP_NEUROINFLAMMATION                    SET      18     0.056581    0.0010156      0.18854      0.38205 HP_NEUROINFLAMMATION
HP_NORMOCHROMIC_ANEMIA                  SET      33    -0.023953  -0.00058208      0.14131       0.5673 HP_NORMOCHROMIC_ANEMIA
HP_OLIGOARTHRITIS                       SET      11       0.1413    0.0019829      0.26271      0.29534 HP_OLIGOARTHRITIS
HP_OPPORTUNISTIC_INFECTION              SET      15     -0.16817   -0.0027557      0.21534      0.78259 HP_OPPORTUNISTIC_INFECTION
HP_ORAL_ULCER                           SET      37      0.20539    0.0052849      0.12322     0.047774 HP_ORAL_ULCER
HP_ORCHITIS                             SET      15      0.26376    0.0043221      0.20905      0.10353 HP_ORCHITIS
HP_OSTEOSARCOMA                         SET      32    -0.032924  -0.00078787      0.13901      0.59361 HP_OSTEOSARCOMA
HP_PAPULE                               SET      87    0.0022936   9.0455e-05     0.086774      0.48946 HP_PAPULE
HP_PARTIAL_DUPLICATION_OF_TH...         SET      38    -0.019848  -0.00051755      0.13169       0.5599 HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND
HP_PERICARDITIS                         SET      34      0.10328    0.0025474      0.14829      0.24308 HP_PERICARDITIS
HP_PERSISTENCE_OF_HEMOGLOBIN...         SET      29      0.02751   0.00062671      0.14391       0.4242 HP_PERSISTENCE_OF_HEMOGLOBIN_F
HP_PLEURAL_EFFUSION                     SET      68    -0.062204   -0.0021692      0.10253      0.72798 HP_PLEURAL_EFFUSION
HP_PLEURITIS                            SET      25      0.11021    0.0023313      0.16559      0.25284 HP_PLEURITIS
HP_PULMONARY_INFILTRATES                SET      48      0.17887    0.0052417      0.12099     0.069648 HP_PULMONARY_INFILTRATES
HP_PURE_RED_CELL_APLASIA                SET      24    -0.088607   -0.0018364      0.15594      0.71505 HP_PURE_RED_CELL_APLASIA
HP_RETICULOCYTOPENIA                    SET      33    -0.017086  -0.00041521      0.13222      0.55141 HP_RETICULOCYTOPENIA
HP_SKIN_RASH                            SET     116     0.057897    0.0026359     0.073382      0.21506 HP_SKIN_RASH
HP_SYSTEMIC_LUPUS_ERYTHEMATO...         SET      33    -0.058737   -0.0014274      0.15575      0.64696 HP_SYSTEMIC_LUPUS_ERYTHEMATOSUS
HP_THROMBOCYTOSIS                       SET      52     -0.21017     -0.00641      0.11382      0.96759 HP_THROMBOCYTOSIS
HP_TISSUE_ISCHEMIA                      SET     119      0.01418   0.00065384     0.079471       0.4292 HP_TISSUE_ISCHEMIA
HP_TREMOR_BY_ANATOMICAL_SITE            SET      66     0.074877    0.0025725      0.10018      0.22741 HP_TREMOR_BY_ANATOMICAL_SITE
HP_UNUSUAL_FUNGAL_INFECTION             SET      62     0.072791     0.002424      0.10043      0.23428 HP_UNUSUAL_FUNGAL_INFECTION
HP_UNUSUAL_INFECTION_BY_ANAT...         SET      89      0.16231    0.0064744     0.086108     0.029719 HP_UNUSUAL_INFECTION_BY_ANATOMICAL_SITE
HP_VASCULITIS                           SET      63     0.093492    0.0031383      0.10317      0.18242 HP_VASCULITIS
KEGG_ANTIGEN_PROCESSING_AND_...         SET      73      0.04952    0.0017892      0.11275      0.33026 KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION
KEGG_COMPLEMENT_AND_COAGULAT...         SET      66   -0.0041595  -0.00014291      0.10571      0.51569 KEGG_COMPLEMENT_AND_COAGULATION_CASCADES
KEGG_RIBOSOME                           SET      83    -0.064923    -0.002501      0.09717      0.74797 KEGG_RIBOSOME
KEGG_SYSTEMIC_LUPUS_ERYTHEMA...         SET     123   -0.0045883  -0.00021509     0.095722      0.51912 KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS
KEGG_TOLL_LIKE_RECEPTOR_SIGN...         SET      98     -0.12477   -0.0052222     0.084361      0.93043 KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY
REACTOME_ACTIVATION_OF_THE_M...         SET      54    -0.064242   -0.0019966      0.11562      0.71077 REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S
REACTOME_ANTIMICROBIAL_PEPTI...         SET      77    -0.070647   -0.0026214      0.10443      0.75065 REACTOME_ANTIMICROBIAL_PEPTIDES
REACTOME_CELLULAR_RESPONSE_T...         SET     147    -0.088234   -0.0045208     0.071011      0.89298 REACTOME_CELLULAR_RESPONSE_TO_STARVATION
REACTOME_CHEMOKINE_RECEPTORS...         SET      55     -0.11712   -0.0036737      0.12981      0.81654 REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES
REACTOME_COMPLEMENT_CASCADE             SET      59    -0.044956   -0.0014604      0.11968       0.6464 REACTOME_COMPLEMENT_CASCADE
REACTOME_CREATION_OF_C4_AND_...         SET      18     -0.25502   -0.0045776      0.22073      0.87603 REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS
REACTOME_DAP12_INTERACTIONS             SET      38    -0.099168   -0.0025859      0.13486      0.76894 REACTOME_DAP12_INTERACTIONS
REACTOME_ENDOSOMAL_VACUOLAR_...         SET      11     0.068385   0.00095964      0.24637      0.39067 REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY
REACTOME_EUKARYOTIC_TRANSLAT...1        SET      88    -0.051368   -0.0020375     0.095461      0.70475 REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION
REACTOME_EUKARYOTIC_TRANSLAT...2        SET     111    -0.027031   -0.0012039     0.081719       0.6296 REACTOME_EUKARYOTIC_TRANSLATION_INITIATION
REACTOME_FORMATION_OF_THE_CO...         SET     128     -0.10854   -0.0051901     0.090349      0.88518 REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE
REACTOME_IMMUNOREGULATORY_IN...         SET     126       0.1301    0.0061727     0.077066     0.045689 REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL
REACTOME_INFLUENZA_INFECTION            SET     150    -0.077292   -0.0040003     0.067412      0.87422 REACTOME_INFLUENZA_INFECTION
REACTOME_INITIAL_TRIGGERING_...         SET      25     -0.08851   -0.0018722      0.19382      0.67604 REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT
REACTOME_INTERFERON_ALPHA_BE...         SET      71      0.06632    0.0023632      0.10467      0.26316 REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
REACTOME_INTERFERON_GAMMA_SI...         SET      86    -0.038381    -0.001505      0.09042      0.66439 REACTOME_INTERFERON_GAMMA_SIGNALING
REACTOME_KERATINIZATION                 SET     215    -0.069845   -0.0043253     0.077998      0.81473 REACTOME_KERATINIZATION
REACTOME_METABOLISM_OF_AMINO...         SET     358     -0.10201   -0.0081411      0.04408      0.98967 REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES
REACTOME_NEUTROPHIL_DEGRANUL...         SET     457    -0.023811   -0.0021451     0.038999      0.72925 REACTOME_NEUTROPHIL_DEGRANULATION
REACTOME_NONSENSE_MEDIATED_D...         SET     107     0.046734    0.0020436     0.084481      0.29007 REACTOME_NONSENSE_MEDIATED_DECAY_NMD
REACTOME_PEPTIDE_LIGAND_BIND...         SET     187    0.0084131   0.00048601     0.063726      0.44748 REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS
REACTOME_REGULATION_OF_EXPRE...         SET     162      0.04819    0.0025917     0.067232      0.23676 REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
REACTOME_RESPONSE_OF_EIF2AK4...         SET      95     -0.10451   -0.0043067     0.090535      0.87582 REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY
REACTOME_RRNA_PROCESSING                SET     193     0.055633    0.0032648     0.059498      0.17488 REACTOME_RRNA_PROCESSING
REACTOME_SELENOAMINO_ACID_ME...         SET     112     -0.08788   -0.0039315     0.081927      0.85829 REACTOME_SELENOAMINO_ACID_METABOLISM
REACTOME_SIGNALING_BY_ROBO_R...         SET     206     0.060829    0.0036876     0.059525      0.15341 REACTOME_SIGNALING_BY_ROBO_RECEPTORS
REACTOME_SRP_DEPENDENT_COTRA...         SET     106    -0.065074   -0.0028323     0.084164      0.78029 REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE
REACTOME_TRANSLATION                    SET     281     0.036733    0.0025991     0.050119      0.23181 REACTOME_TRANSLATION
REACTOME_TRIGLYCERIDE_CATABO...         SET      23     0.091472    0.0018559      0.18029      0.30595 REACTOME_TRIGLYCERIDE_CATABOLISM
